Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Investigating hepatocyte signaling driven by host-pathogen interactions,NIAID,8821942,1K99AI111785-01A1,1,K99,AI,111785,1,A1,,10312234,"KAUSHANSKY, ALEXIS ",Not Applicable,SEATTLE BIOMEDICAL RESEARCH INSTITUTE, ,2015,129060,
Pharmacogenetic Determinants of Variability in Response to Glucocorticoids,NIGMS,9014100,1K23GM117395-01,1,K23,GM,117395,1,,,10117513,"KAWAI, VIVIAN K",Not Applicable,VANDERBILT UNIVERSITY, ,2015,64938,
A critical period of sleep required for normal brain development,NINDS,8805690,1K08NS090461-01,1,K08,NS,90461,1,,,6983560,"KAYSER, MATTHEW S",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2014,190307,
University of Massachusetts Center for Clinical and Translational Science,NCATS,9086560,1KL2TR001455-01,1,KL2,TR,1455,1,,,1885375,"KEANEY, JOHN F. ","ALLISON, JEROAN J",UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2015,485157,
Behavioral Economics and Improving Chemotherapy Decisions for Advanced Cancer,NCI,8765356,1K24CA181510-01A1,1,K24,CA,181510,1,A1,,2087176,"KEATING, NANCY L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,176432,
Adaptation of Staphylococcus aureus to Mn and Zn starvation imposed by the host,NIAID,8487526,1K22AI104805-01,1,K22,AI,104805,1,,,10029416,"KEHL-FIE, THOMAS EVERETT",Not Applicable,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN, ,2014,159200,
Oxidized HDL in the intersection of HIV; immune activation and atherosclerosis,NIAID,8600028,1K08AI108272-01,1,K08,AI,108272,1,,,10607426,"KELESIDIS, THEODOROS ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2013,178416,
Defining the rectal mucosa in MSM at risk of HIV infection,NIAID,8603064,1K23AI108335-01,1,K23,AI,108335,1,,,10540348,"KELLEY, COLLEEN F",Not Applicable,EMORY UNIVERSITY, ,2013,180333,
Integrative genomic analysis on the role of lncRNAs in the DNA damage response to,NIEHS,8566045,1K25ES022984-01,1,K25,ES,22984,1,,,11419324,"KELLEY, DAVID R",Not Applicable,HARVARD UNIVERSITY, ,2013,141252,
Mentoring in Patient-Oriented Addiction Research,NIAAA,8635045,1K24AA022136-01A1,1,K24,AA,22136,1,A1,,8604094,"KELLY, JOHN F.",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,180347,
Very Early-onset inflammatory bowel disease,NIDDK,8766777,1K23DK100461-01A1,1,K23,DK,100461,1,A1,,10651057,"KELSEN, JUDITH RACHEL",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2014,173167,
Pain Mechanisms for New Onset and Chronic HIV Distal Neuropathic Pain,NINDS,8541531,1K23NS079311-01A1,1,K23,NS,79311,1,A1,,10987031,"KELTNER, JOHN R",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2013,154319,
Intra Cavitary Pharmacokinetics and Drug Resistance in Pulmonary Tuberculosis,NIAID,8425769,1K23AI103044-01,1,K23,AI,103044,1,,,9605361,"KEMPKER, RUSSELL RYAN",Not Applicable,EMORY UNIVERSITY, ,2013,180360,
The role of CD8+ T cells in the development of Nonalcoholic Fatty Liver Disease,NHLBI,8616468,1K01HL121010-01,1,K01,HL,121010,1,,,10444785,"KENNEDY, ARION ",Not Applicable,VANDERBILT UNIVERSITY, ,2014,113004,
Coagulation Protease Signaling in Glomerular Disease,NIDDK,9034078,1K08DK103982-01A1,1,K08,DK,103982,1,A1,,8550313,"KERLIN, BRYCE ANDREW",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP, ,2015,142749,
The role of physician experience in outcomes of patients with acute respiratory f,NHLBI,8581384,1K08HL116771-01A1,1,K08,HL,116771,1,A1,,9777779,"KERLIN, MEETA PRASAD",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2013,133758,
CD117 Signaling as a Mechanism of Prostate Cancer Metastasis,NCI,8634201,1K99CA175291-01A1,1,K99,CA,175291,1,A1,,9659252,"KERR, BETHANY AMBER",Not Applicable,CLEVELAND CLINIC LERNER COM-CWRU, ,2014,90934,
Non-canonical NLRP3 Inflammasome Activation in Geographic Atrophy,NEI,8679129,1K99EY024336-01,1,K99,EY,24336,1,,,11044965,"KERUR, NAGARAJ ",Not Applicable,UNIVERSITY OF KENTUCKY, ,2014,88257,
Cortical and spinal correlates of stroke gait rehabilitation,NICHD,8679710,1K01HD079584-01,1,K01,HD,79584,1,,,10308678,"KESAR, TRISHA ",Not Applicable,EMORY UNIVERSITY, ,2014,125759,
Proteolytic regulation of Wnt signaling in breast cancer stem cells,NCI,8767234,1K99CA181490-01A1,1,K99,CA,181490,1,A1,,11043433,"KESSENBROCK, KAI ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,134728,
Race; alcohol consumption and vehicle crashes: an epidemiologic paradox,NIAAA,8510260,1K01AA021511-01A1,1,K01,AA,21511,1,A1,,9555896,"KEYES, KATHERINE MARGARET",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2013,182902,
Oral Contraceptives in the Etiopathogenesis of Crohn's Disease,NIDDK,8567418,1K23DK099681-01,1,K23,DK,99681,1,,,10371025,"KHALILI, HAMED ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,186192,
Mentoring Multidisciplinary Patient-Oriented Research in Viral Hepatitis,NIAAA,8495606,1K24AA022523-01A1,1,K24,AA,22523,1,A1,,3127255,"KHALILI, MANDANA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,180062,
Preeclampsia and renal complications: late effects on kidney and vasculature,NIDDK,8675454,1K08DK101560-01,1,K08,DK,101560,1,,,10451757,"KHANKIN, ELIYAHU ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2014,150541,
Dissection of Complex Multifactorial Interactions between Bacterial Species.,NIAID,8821700,1K99AI108787-01A1,1,K99,AI,108787,1,A1,,11409442,"KHARE, ANUPAMA ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,132300,
Tobacco carcinogens as markers of exposure; carcinogenesis and risk in oral cance,NIDCR,8566596,1K23DE023572-01,1,K23,DE,23572,1,,,6171855,"KHARIWALA, SAMIR S",Not Applicable,UNIVERSITY OF MINNESOTA, ,2013,136269,
TMS of the Supramarginal Gyrus: A WIndow To Spatial Orientation,NIDCD,8764785,1K23DC013552-01A1,1,K23,DC,13552,1,A1,,10729187,"KHERADMAND, AMIR ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,221308,
The role of post-translational acetylation in SERCA2a-related cardiac dysfunction,NHLBI,8424886,1K99HL116645-01,1,K99,HL,116645,1,,,10322198,"KHO, CHANGWON ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2013,129861,
Mucosal and systemic circuits regulating Treg differentiation and function,NIDDK,8805065,1K08DK104021-01,1,K08,DK,104021,1,,,11196852,"KHOR, BERNARD ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,157464,
The Evolution of the Mammalian SEC23 Paralogs and the Molecular Pathogenesis of Congenital Dyserythropoietic Anemia type II,NHLBI,8947436,1K08HL128794-01,1,K08,HL,128794,1,,,10775394,"KHORIATY, RAMI ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2015,133920,
Biobehavioral Influences on Cancer: Perspectives from Psychoneuroimmunology,NCI,8580678,1K05CA172296-01A1,1,K05,CA,172296,1,A1,,1894520,"KIECOLT-GLASER, JANICE ",Not Applicable,OHIO STATE UNIVERSITY, ,2013,85288,
Acute Anemia of Inflammation: Mechanisms and Novel Therapies,NHLBI,8869379,1K08HL127293-01,1,K08,HL,127293,1,,,10509006,"KIM, AIRIE ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2015,133110,
Fn14-targeted Therapeutics for Invasive Brain Cancer,NIBIB,8679868,1K25EB018370-01,1,K25,EB,18370,1,,,10117396,"KIM, ANTHONY J",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2014,130131,
Development and Validation of a Frailty Index Using Claims Data for Pharmacoepidemiologic Studies in Older Adults,NIA,8966383,1K08AG051187-01,1,K08,AG,51187,1,,,10936280,"KIM, DAE HYUN ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2015,214245,
Disparities in Mental Health Care: Age; Race/Ethnicity; and Geography Effects,NIA,8568205,1K01AG045342-01,1,K01,AG,45342,1,,,10470977,"KIM, GIYEON ",Not Applicable,UNIVERSITY OF ALABAMA IN TUSCALOOSA, ,2013,118418,
Understanding the origin;initiation;and progression of high-grade serous ovarian,NCI,8566138,1K99CA179137-01,1,K99,CA,179137,1,,,10353648,"KIM, JAEYEON ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2013,97200,
Improving prevention of mother-to-child HIV transmission outcomes in Malawi,FIC,8626964,1K01TW009644-01,1,K01,TW,9644,1,,,11680208,"KIM, MARIA HYOUN",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2013,132641,
Danger Signaling and Spread of Injury after Myocardial Infarction,NHLBI,8956874,1K99HL129168-01,1,K99,HL,129168,1,,,11196002,"KING, KEVIN R",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,136150,
The Role of Notch2 and Notch3 in Cutaneous Wound Healing,NIGMS,8581590,1K08GM101361-01A1,1,K08,GM,101361,1,A1,,10207857,"KING, TIMOTHY W",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2013,206280,
Regulation and regeneration of hippocampal plasticity by neural progenitor cells,NINDS,9033041,1K99NS089938-01A1,1,K99,NS,89938,1,A1,,10243807,"KIRBY, ELIZABETH DIANA",Not Applicable,STANFORD UNIVERSITY, ,2015,92124,
Mechanisms of Stimulating Innate Immunity,NIAID,8678056,1K22AI110552-01,1,K22,AI,110552,1,,,10429043,"KIRIENKO, NATALIA V.",Not Applicable,RICE UNIVERSITY, ,2015,160004,
Patient-Oriented Research and Mentorship in HIV and Non-Communicable Diseases,NIAID,8923758,1K24AI118591-01,1,K24,AI,118591,1,,,8420758,"KIRK, GREGORY D",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2015,154146,
A Theory-Based Intervention to Prevent Child Neglect in High-Risk Families,NICHD,8767949,1K23HD078503-01A1,1,K23,HD,78503,1,A1,,10646223,"KISTIN, CAROLINE ",Not Applicable,BOSTON MEDICAL CENTER, ,2014,130621,
Mucosal Immune Dysfunction after SIV Infection,NIAID,8261790,1K22AI098440-01,1,K22,AI,98440,1,,,10910075,"KLATT, NICHOLE ROSE",Not Applicable,UNIVERSITY OF WASHINGTON, ,2013,162000,
NOTCH SIGNALING IN MYELOID DEVELOPMENT,NHLBI,8424128,1K08HL116605-01,1,K08,HL,116605,1,,,7005832,"KLCO, JEFFERY M",Not Applicable,WASHINGTON UNIVERSITY, ,2013,127192,
Sleep Duration Required to Restore Performance during Chronic Sleep Restriction,NHLBI,8889753,2K24HL105664-06,2,K24,HL,105664,6,,,1912878,"KLERMAN, ELIZABETH B.",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2015,186314,
A Novel Risk Factor for Cardiovascular Disease: The Insomnia-Short Sleep Phenotyp,NHLBI,8633831,1K23HL118318-01A1,1,K23,HL,118318,1,A1,,9146853,"KLINE, CHRISTOPHER EDWARD",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2014,132881,
Intrinsic Cortical Networks and Cognitive Dysfunction in Parkinson???s Disease,NINDS,8635587,1K02NS080885-01A1,1,K02,NS,80885,1,A1,,8210625,"KLUGER, BENZI M",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2013,186354,
A research and training program for junior clinicians in treating metastatic mela,NCI,8581535,1K24CA172123-01A1,1,K24,CA,172123,1,A1,,6671108,"KLUGER, HARRIET M",Not Applicable,YALE UNIVERSITY, ,2013,156084,
Innate Immunity in the Pathogenesis of Lupus and Antiphospholipid Vasculopathy,NIAMS,8751822,1K08AR066569-01,1,K08,AR,66569,1,,,6438577,"KNIGHT, JASON ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,128400,
Epigenetic mechanisms of drug resistance in T-cell acute lymphoblastic leukemia,NCI,8967450,1K08CA191091-01A1,1,K08,CA,191091,1,A1,,10796459,"KNOECHEL, BIRGIT ",Not Applicable,DANA-FARBER CANCER INST, ,2015,177120,
Molecular mechanism of RNA polymerase I transcription and dysregulation in cancer,NCI,8678333,1K22CA184235-01,1,K22,CA,184235,1,,,10113370,"KNUTSON, BRUCE ALAN",Not Applicable,UPSTATE MEDICAL UNIVERSITY, ,2014,211470,
Impact of infection and inflammation on the toxicity of environmental chemicals,NIEHS,8488019,1K99ES022639-01,1,K99,ES,22639,1,,,9681590,"KNUTSON, CHARLES ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY, ,2013,90000,
Post-operative Muscle and Physical Decline in Aged Organism: Mechanisms and Interventions,NIA,8950317,1K08AG050808-01,1,K08,AG,50808,1,,,11041575,"KO, FRED CHAU-YANG",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2015,125280,
Understanding the Causes and Consequences of Variation in Emergency Department Hospitalization Practices Across the United States,AHRQ,8950481,1K08HS024160-01,1,K08,HS,24160,1,,,10717471,"KOCHER, KEITH ERIC",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2015,150726,
A unique role for apoC-III in intestinal lipoprotein synthesis and secretion,NIDDK,8679815,1K01DK101663-01,1,K01,DK,101663,1,,,10456981,"KOHAN, ALISON BLOOM",Not Applicable,UNIVERSITY OF CONNECTICUT STORRS, ,2014,155860,
S-Nitrosylation and Cardioprotection,NHLBI,8509246,1K99HL114721-01A1,1,K99,HL,114721,1,A1,,9563419,"KOHR, MARK JEFFREY",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,107487,
Reducing Barriers to Mental Health Task Sharing,NIMH,8754868,1K01MH104310-01,1,K01,MH,104310,1,,,11113477,"KOHRT, BRANDON ALAN",Not Applicable,DUKE UNIVERSITY, ,2014,185397,
Translational models of brain activation patterns during nicotine self-administration and reinstatement,NIDA,8869216,1K01DA039306-01,1,K01,DA,39306,1,,,10528213,"KOHUT, STEPHEN JOHN",Not Applicable,MCLEAN HOSPITAL, ,2015,163988,
Smoking/Nicotine Dependence in Attention Deficit Hyperactivity Disorder (ADHD),NIDA,8765766,2K24DA023464-06A1,2,K24,DA,23464,6,A1,,3144047,"KOLLINS, SCOTT H",Not Applicable,DUKE UNIVERSITY, ,2014,150727,
Meeting Gestational Weight Gain Guidelines: Development of a Group Intervention D,NICHD,8635038,1K23HD076010-01A1,1,K23,HD,76010,1,A1,,9644911,"KOMINIAREK, MICHELLE ANN",Not Applicable,UNIVERSITY OF ILLINOIS AT CHICAGO, ,2014,142476,
GREB1 Action in Endometrial Function and Dysfunction,NICHD,8889399,1K99HD080742-01A1,1,K99,HD,80742,1,A1,,10387029,"KOMMAGANI, RAMAKRISHNA ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2015,110696,
Assessing how relationships between MSM influence HIV prevention strategies,NIMH,8542236,1K01MH098698-01A1,1,K01,MH,98698,1,A1,,9282760,"KONDA, KELIKA ANNE",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2013,151213,
Dendritic Spines on AgRP Neurons as Communication Hubs Controlling Feeding,NIDDK,8509162,1K01DK094943-01A1,1,K01,DK,94943,1,A1,,10212061,"KONG, DONG ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2013,84969,
Predicting Analgesic Response to Acupuncture - A Practical Approach,NCCIH,8968155,1K23AT008477-01A1,1,K23,AT,8477,1,A1,,10649288,"KONG, JIANG-TI ",Not Applicable,STANFORD UNIVERSITY, ,2015,127658,
Quantitative Analysis of GBM Invasion Mechanisms with New Imaging Protocol,NCI,8618183,1K25CA181503-01,1,K25,CA,181503,1,,,10363645,"KONG, JUN ",Not Applicable,EMORY UNIVERSITY, ,2014,116888,
Matrix Metalloproteinase Driven Lung Inflammation in RSV disease,NHLBI,8700113,1K08HL119359-01A1,1,K08,HL,119359,1,A1,,11325331,"KONG, MICHELE ",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2014,118344,
Multilevel determinants of male circumcision uptake; Rakai; Uganda,NIAID,8790289,1K25AI114461-01A1,1,K25,AI,114461,1,A1,,9845126,"KONG, XIANGRONG ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,129802,
The Role of IRF4 in Exercise Induced Thermogenesis,NIDDK,8950846,1K99DK106550-01,1,K99,DK,106550,1,,,11244177,"KONG, XINGXING ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2015,90000,
Balance-Attention Interference Following Concussion,NIDCD,8441850,1K01DC012332-01A1,1,K01,DC,12332,1,A1,,10946298,"KONTOS, ANTHONY P",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2013,150722,
Burkholderia-mediated defective killing mechanisms in macrophages from cystic fibrosis (CF) patients,NIAID,8890372,1K08AI108792-01A1,1,K08,AI,108792,1,A1,,11354111,"KOPP, BENJAMIN T.",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP, ,2015,150912,
PTSD and Pregnancy: Psychophysiology; Response to Treatment & Pregnancy Outcome,NIMH,8700785,1K23MH102360-01A1,1,K23,MH,102360,1,A1,,11654935,"KORNFIELD, SARA ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2014,142965,
Ethically responsible clinical decision support for Lynch Syndrome screening,NHGRI,8804136,1K01HG008180-01,1,K01,HG,8180,1,,,10788533,"KORNGIEBEL, DIANE ",Not Applicable,UNIVERSITY OF WASHINGTON, ,2014,123732,
Passive and Acquired Immunity to Cryptosporidiosis in Bangladeshi Children,NIAID,8767980,1K23AI108790-01A1,1,K23,AI,108790,1,A1,,11041813,"KORPE, POONUM S.",Not Applicable,UNIVERSITY OF VIRGINIA, ,2014,28582,
WCMC Child Neurology Postdoctoral Training in Developmental Neurosciences,NINDS,8951511,2K12NS066274-06,2,K12,NS,66274,6,,,1882330,"KOSOFSKY, BARRY E",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2015,162216,
Clinical and Translational Science Award ,NCATS,9085675,1KL2TR001438-01,1,KL2,TR,1438,1,,,2402364,"KOTCHEN, THEODORE ",Not Applicable,MEDICAL COLLEGE OF WISCONSIN, ,2015,362485,
TRANSRECTAL ULTRASOUND AND PHOTOACOUSTIC IMAGING OF PROSTATE AND MOLECULAR IMAGIN,NIBIB,8618815,1K99EB017729-01,1,K99,EB,17729,1,,,11377077,"KOTHAPALLI, SRI RAJASEKHAR",Not Applicable,STANFORD UNIVERSITY, ,2014,91368,
Contribution of IL36 Family Members to Lung Immunity,NHLBI,8767774,1K08HL121089-01A1,1,K08,HL,121089,1,A1,,10914061,"KOVACH, MELISSA ANN",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,132053,
Characterization of lung cancer radiosensitizers from genome-wide RNAi screens,NCI,8581441,1K08CA172354-01A1,1,K08,CA,172354,1,A1,,10357531,"KOZONO, DAVID ",Not Applicable,DANA-FARBER CANCER INST, ,2013,176290,
MUSC/HCC Paul Calabresi Clinical Oncology Training Program Plan,NCI,8486908,1K12CA157688-01A1,1,K12,CA,157688,1,A1,,1863635,"KRAFT, ANDREW S ","LILLY, MICHAEL B",MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2013,163782,
Structural and Neurometabolic White Matter Integrity in the Deficit Syndrome,NIMH,9033607,1K23MH106683-01A1,1,K23,MH,106683,1,A1,,12061082,"KRAGULJAC, NINA VANESSA",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2015,177418,
Patient-Centered Outcomes of Implantable Defibrillator Therapy in Older Patients,NIA,8593639,1K23AG045963-01,1,K23,AG,45963,1,,,10018050,"KRAMER, DANIEL BRUCE",Not Applicable,HEBREW REHABILITATION CENTER FOR AGED, ,2013,200164,
Geography of opportunity: Neighborhood dynamics and child cognitive development,NICHD,8581516,1K01HD074726-01A1,1,K01,HD,74726,1,A1,,8943300,"KRAMER, MICHAEL ROOT",Not Applicable,EMORY UNIVERSITY, ,2013,129336,
Gene regulatory mechanisms that assign and maintain motor neuron terminal differe,NINDS,8617342,1K99NS084988-01,1,K99,NS,84988,1,,,10694642,"KRATSIOS, PASCHALIS ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2013,90000,
Characteristics and Mechanisms of Cognitive Problems in Fibromyalgia,NIAMS,8635477,1K01AR064275-01A1,1,K01,AR,64275,1,A1,,11093307,"KRATZ, ANNA LOUISE",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,130107,
The mechanical control of mechanosensation,NINDS,8805396,1K99NS089942-01,1,K99,NS,89942,1,,,10770343,"KRIEG, MICHAEL ",Not Applicable,STANFORD UNIVERSITY, ,2014,89159,
Wake Forest Clinical and Translational Science Award,NCATS,9085553,1KL2TR001421-01,1,KL2,TR,1421,1,,,1939822,"KRITCHEVSKY, STEPHEN B.",Not Applicable,WAKE FOREST UNIVERSITY HEALTH SCIENCES, ,2015,429178,
On-demand optogenetic cerebellar intervention for temporal lobe epilepsy,NINDS,8679786,1K99NS087110-01,1,K99,NS,87110,1,,,8647419,"KROOK-MAGNUSON, ESTHER ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2014,90000,
Molecular mechanisms of mitochondrial dysfunction in ATP13A2-associated neurodege,NINDS,8568227,1K08NS083739-01,1,K08,NS,83739,1,,,7629959,"KRUER, MICHAEL C",Not Applicable,SANFORD RESEARCH/USD, ,2013,172369,
The differential regulation of poly(ADP-ribose) in cancer and its role in protein,NCI,8486144,1K99CA175176-01,1,K99,CA,175176,1,,,10293885,"KRUKENBERG, KRISTIN ANNE",Not Applicable,HARVARD MEDICAL SCHOOL, ,2013,90000,
Yale-CORE Career Development Program in Patient-Centered Outcomes Research,AHRQ,8703311,1K12HS023000-01,1,K12,HS,23000,1,,,6167226,"KRUMHOLZ, HARLAN MARC",Not Applicable,YALE UNIVERSITY, ,2014,556636,
A Text Messaging Intervention for Smoking Cessation Among Community Health Center Patients,NIDA,8968023,1K23DA038717-01A1,1,K23,DA,38717,1,A1,,11990793,"KRUSE, GINA ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,186192,
Single cell analysis of hematopoietic cell fate determination,NHLBI,8768311,1K99HL119638-01A1,1,K99,HL,119638,1,A1,,10314891,"KUEH, HAO YUAN ",Not Applicable,CALIFORNIA INSTITUTE OF TECHNOLOGY, ,2014,90000,
Mechanistic Studies of Hedgehog Signaling in the Lung,NHLBI,8949779,1K08HL128842-01,1,K08,HL,128842,1,,,11341706,"KUGLER, MATTHIAS CHRISTIAN",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2015,136674,
Molecular Epidemiology of the Wnt Pathway in Subclinical Cardiovascular Disease,NHLBI,8965549,1K01HL125658-01A1,1,K01,HL,125658,1,A1,,10114407,"KUIPERS, ALLISON L",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2015,140697,
ADVANCED DIFFUSION BIOMARKERS OF BRAIN INJURY IN SUBARACHNOID HEMORRHAGE,NINDS,9014381,1K08NS094760-01,1,K08,NS,94760,1,,,7551799,"KUMMER, TERRANCE T",Not Applicable,WASHINGTON UNIVERSITY, ,2015,149242,
Non-hypertensive cardiac disorders in polycystic kidney disease,NIDDK,8891780,1K99DK101585-01A1,1,K99,DK,101585,1,A1,,10856162,"KUO, IVANA YIH-TSUE",Not Applicable,YALE UNIVERSITY, ,2015,91500,
The role of glucocerebrosidase and chaperone_mediated autophagy in Parkinsons dis,NINDS,8568202,1K08NS083738-01,1,K08,NS,83738,1,,,10889649,"KUO, SHENG-HAN ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2013,187087,
Efficacy of Methylphenidate for Management of Long-term Attention Problems in TBI,NICHD,8581250,1K23HD074683-01A1,1,K23,HD,74683,1,A1,,10727388,"KUROWSKI, BRAD G",Not Applicable,CINCINNATI CHILDRENS HOSP MED CTR, ,2013,131085,
Investigating molecular mechanisms of cross-species prion transmission,OD,8805612,1K01OD019919-01,1,K01,OD,19919,1,,,10941588,"KURT, TIMOTHY DANIEL",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2015,130124,
Mentoring Researchers in Aging in Vulnerable Populations,NIA,8891716,1K24AG046372-01A1,1,K24,AG,46372,1,A1,,6710249,"KUSHEL, MARGOT B",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,185824,
Centrosomes and Cytoskeletal Mechanisms of Blood Vessel Dysfunction,NHLBI,8891096,1K99HL124311-01A1,1,K99,HL,124311,1,A1,,10891683,"KUSHNER, ERICH J",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2015,119136,
Identification of novel protein-RNA interactions during HIV-1 particle genesis,NIAID,8847019,1K22AI116258-01,1,K22,AI,116258,1,,,10418149,"KUTLUAY, SEBLA B.",Not Applicable,WASHINGTON UNIVERSITY, ,2015,162000,
Testing a refugee family dynamics model:  A study with Sri Lankan Tamils,FIC,8630651,1K01TW009648-01,1,K01,TW,9648,1,,,11553918,"KUTTIKAT, MIRIAM ",Not Applicable,VIRGINIA COMMONWEALTH UNIVERSITY, ,2014,131586,
Neuroskeletal Systems Biology in Zebrafish,NIAMS,8890393,1K01AR066061-01A1,1,K01,AR,66061,1,A1,,9365802,"KWON, RONALD Y",Not Applicable,UNIVERSITY OF WASHINGTON, ,2015,122850,
CONTROL OF HIV REPLICATION BY CYCLIN L2,NIAID,8993271,1K08AI120854-01,1,K08,AI,120854,1,,,11041968,"KYEI, GEORGE ",Not Applicable,WASHINGTON UNIVERSITY, ,2015,164519,
Role of S6 Kinase 2 in Aging,NIA,8700900,1K99AG045288-01A1,1,K99,AG,45288,1,A1,,10489380,"LABERGE, REMI-MARTIN ",Not Applicable,BUCK INSTITUTE FOR RESEARCH ON AGING, ,2014,99998,
Patient-centered approaches to diagnosing coronary heart disease,NHLBI,8581589,1K23HL116787-01A1,1,K23,HL,116787,1,A1,,11028161,"LADAPO, JOSEPH ABIODUN",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2013,145833,
Claudin-18 and pathologic alveolar epithelial permeability,NHLBI,8424854,1K08HL116647-01,1,K08,HL,116647,1,,,10646090,"LAFEMINA, MICHAEL JOSEPH",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,132300,
Defining Optimal Clinical Strategies for Critically Ill Heart Failure Patients,NHLBI,8510076,1K01HL114745-01A1,1,K01,HL,114745,1,A1,,10328157,"LAGU, TARA C",Not Applicable,BAYSTATE MEDICAL CENTER, ,2013,130943,
THE ROLE OF METABOTROPIC GLUTAMATE RECEPTOR 5 (MGLUR5) IN BLADDER PAIN,NIDDK,8440963,1K08DK094964-01A1,1,K08,DK,94964,1,A1,,9381043,"LAI, HING HUNG HENRY",Not Applicable,WASHINGTON UNIVERSITY, ,2013,138943,
