Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Generation of Novel Human Monoclonals for Lung Disease,NIAID,9128312,1R21AI121815-01A1,1,R21,AI,121815,1,A1,,7969922,"KOLLS, JAY K",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2016,192500,
Ablation of Non-Myogenic Progenitor Cells as a New Therapeutic Approach to Duchenne Muscular Dystrophy,NIAMS,9824634,1R21AR074132-01A1,1,R21,AR,74132,1,A1,,7777869,"KOLONIN, MIKHAIL G ","HUARD, JOHNNY ",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON, ,2019,193864,
Adipose stromal cell targeting: a new approach to breast cancer treatment,NCI,9512044,1R21CA216745-01A1,1,R21,CA,216745,1,A1,,7777869,"KOLONIN, MIKHAIL G ","UENO, NAOTO T",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON, ,2018,182479,
The role of IL-27 cytokine in hepatocellular carcinoma (HCC) development,NCI,9179175,1R21CA202396-01A1,1,R21,CA,202396,1,A1,,12228800,"KOLTSOVA, EKATERINA ",Not Applicable,RESEARCH INST OF FOX CHASE CAN CTR, ,2016,232943,
Translating a 'Stand Up and Move More' Intervention by State Aging Units to Older Adults in Underserved Communities,NIA,9227325,1R21AG054916-01,1,R21,AG,54916,1,,,6096033,"KOLTYN, KELLI F",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2017,223140,
CRISPR-based mosaic analysis of neuromodulatory control of learning-related plasticity,NINDS,9746278,1R21NS109722-01A1,1,R21,NS,109722,1,A1,,10830096,"KOMIYAMA, TAKAKI ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2019,432969,
Development of New Genome Editing Agents Using RNA Modifying Enzymes,NIGMS,9876634,1R21GM135736-01,1,R21,GM,135736,1,,,12040149,"KOMOR, ALEXIS C.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2019,205479,
Nonivasive Monitoring of Suprachoroidal Delivery,NEI,9659671,1R21EY029887-01,1,R21,EY,29887,1,,,1963481,"KOMPELLA, UDAY B",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2019,233250,
ACSL4 on the interface of metabolism and mental health,NICHD,9647782,1R21HD098056-01,1,R21,HD,98056,1,,,10212061,"KONG, DONG ",Not Applicable,TUFTS UNIVERSITY BOSTON, ,2018,242042,
Genetic and Optic Dissection of AMPK Dynamics in Neurotransmission,NINDS,9165641,1R21NS097922-01,1,R21,NS,97922,1,,,10212061,"KONG, DONG ",Not Applicable,TUFTS UNIVERSITY BOSTON, ,2016,247500,
Development of a Liposomal Nanostimulator to Improve Stem Cell-Based Revascularization Therapies,NHLBI,9181267,1R21HL131469-01A1,1,R21,HL,131469,1,A1,,9013783,"KONG, HYUNJOON ",Not Applicable,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN, ,2016,194473,
Neural dynamics of directly and indirectly conditioned placebo/nocebo effect,NCCIH,9035644,1R21AT008707-01A1,1,R21,AT,8707,1,A1,,7852891,"KONG, JIAN ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2016,261000,
Characterization of 'serosal bridges': routes for antigen and pathogen transport from the female reproductive tract to the intestines.,NIAID,9375062,1R21AI133062-01,1,R21,AI,133062,1,,,11308302,"KONJUFCA, VJOLLCA H",Not Applicable,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE, ,2017,221250,
Dynamics of Campylobacter jejuni and host responses in the porcine intestinal-loop infection model,NIAID,9243740,1R21AI124144-01A1,1,R21,AI,124144,1,A1,,9090040,"KONKEL, MICHAEL E",Not Applicable,WASHINGTON STATE UNIVERSITY, ,2017,234227,
Repurposing Pharmacological Agents for Inherited Mast CellDisorders of the Gut,NCATS,9829793,1R21TR002639-01A1,1,R21,TR,2639,1,A1,,11466059,"KONNIKOVA, YELIZAVETA  ","GLOVER, SARAH C;HAMILTON, MATTHEW J;SKLAR, LARRY A.",UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2019,276817,
TLR-dependent B cells in Lupus,NIAID,9669935,1R21AI138512-01A1,1,R21,AI,138512,1,A1,,1877758,"KONO, DWIGHT H",Not Applicable,SCRIPPS RESEARCH INSTITUTE, ,2019,290250,
Genetically Modified T cells as Probes and Therapy for Lupus,NIAID,9825299,1R21AI142137-01A1,1,R21,AI,142137,1,A1,,1877758,"KONO, DWIGHT H",Not Applicable,SCRIPPS RESEARCH INSTITUTE, ,2019,245480,
Intranasal delivery through the blood-brain barrier using focused ultrasound,NIBIB,9053114,1R21EB021103-01A1,1,R21,EB,21103,1,A1,,7667665,"KONOFAGOU, ELISA E",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2016,251630,
Redirected T Cell Therapy to Cure Invasive Fungal Infections,NIAID,9220166,1R21AI127381-01,1,R21,AI,127381,1,,,6090335,"KONTOYIANNIS, DIMITRIOS P ","KUMAR, PAPPANAICKEN RANGASAMY",UNIVERSITY OF TX MD ANDERSON CAN CTR, ,2017,211202,
Regulation of MyBP-C slow via phosphorylation in skeletal muscles,NIAMS,9600446,1R21AR072981-01A1,1,R21,AR,72981,1,A1,,6839333,"KONTROGIANNI-KONSTANTOPOULOS, AIKATERINI ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2018,203940,
Aspergillus fumigatus Volatile Secondary Metabolite Dynamics for the Identification of Azole-resistant Aspergillosis,NIAID,9299327,1R21AI130669-01,1,R21,AI,130669,1,,,9986130,"KOO, SOPHIA ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2017,256251,
Rapid Breath-Based Diagnosis of Histoplasmosis,NIAID,9375171,1R21AI133330-01,1,R21,AI,133330,1,,,9986130,"KOO, SOPHIA ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2017,267738,
Orally active metabolite therapy against C. difficile infection,NIAID,9668859,1R21AI137663-01A1,1,R21,AI,137663,1,A1,,9637375,"KOON, HON WAI ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2019,195000,
Understanding the behavioral function of striatal tyrosine-hydroxylase interneurons.,NIDA,9314778,1R21DA043229-01A1,1,R21,DA,43229,1,A1,,8915246,"KOOS, TIBOR ",Not Applicable,RUTGERS THE STATE UNIV OF NJ NEWARK, ,2017,232500,
Intermittent and daily smoking; a comparison between mechanisms,NCI,9599844,1R21CA222939-01A1,1,R21,CA,222939,1,A1,,9418240,"KOPETZ, CATALINA ",Not Applicable,WAYNE STATE UNIVERSITY, ,2018,167475,
Engineering a Humanized Gut-Enteric-Axis,NIBIB,9436351,1R21EB025395-01,1,R21,EB,25395,1,,,11950382,"KOPPES, ABIGAIL NELSON ","KOPPES, RYAN ALAN",NORTHEASTERN UNIVERSITY, ,2018,196250,
Delineating The Differences Between Short-Lived And Long-Lived Plasma Cells,NIAID,9669558,1R21AI137752-01A1,1,R21,AI,137752,1,A1,,10202325,"KORALOV, SERGEI BORISOVICH",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2019,211875,
Does alpha synuclein strain or GCase enzyme activity drive clinical aggression in GBA-PD?,NINDS,9651444,1R21NS109871-01,1,R21,NS,109871,1,,,1887107,"KORDOWER, JEFFREY H",Not Applicable,RUSH UNIVERSITY MEDICAL CENTER, ,2018,196250,
Analysis of adaptive responses of astrocytes,NINDS,9277132,1R21NS100698-01,1,R21,NS,100698,1,,,6951531,"KORDULA, TOMASZ K",Not Applicable,VIRGINIA COMMONWEALTH UNIVERSITY, ,2017,190625,
Ying Yang 1; a master regulator of chronic inflammation in glioblastoma multiforme,NINDS,9515458,1R21NS102802-01A1,1,R21,NS,102802,1,A1,,6951531,"KORDULA, TOMASZ K",Not Applicable,VIRGINIA COMMONWEALTH UNIVERSITY, ,2018,193750,
Protease Resistant growth factor formulations for chronic wound healing,NIAMS,9182455,1R21AR068013-01A1,1,R21,AR,68013,1,A1,,9622476,"KORIA, PIYUSH ",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2016,156443,
Functional characterization of genetic and post-transcriptional variation using machine learning methods,NLM,9601437,1R21LM012772-01A1,1,R21,LM,12772,1,A1,,9341232,"KORKIN, DMITRY ",Not Applicable,WORCESTER POLYTECHNIC INSTITUTE, ,2018,159669,
Predicting Incident Stroke Using Blood Biomarkers of Brain Injury,NHLBI,9438240,1R21HL140274-01,1,R21,HL,140274,1,,,10721077,"KORLEY, FREDERICK KOFI",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2017,137974,
Tumor cytonemes; a new target for tumor suppression,NCI,9100489,1R21CA205580-01,1,R21,CA,205580,1,,,1965164,"KORNBERG, THOMAS B.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2016,172369,
Stem cell- based studies of gene-environment interactions in PTEN- associated autism,NICHD,9133215,1R21HD084204-01A1,1,R21,HD,84204,1,A1,,1901449,"KORNBLUM, HARLEY IAN ","MARTINEZ, JULIAN ANTONIO",UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2016,260250,
Using Ethics and User-Centered Design to Create Templates for EHR-Mediated Return of Genetic Test Results,NHGRI,9599270,1R21HG009958-01A1,1,R21,HG,9958,1,A1,,10788533,"KORNGIEBEL, DIANE ",Not Applicable,UNIVERSITY OF WASHINGTON, ,2018,194375,
Tandem Discovery of Drug Leads and Targets via Paal-Knorr reaction,NIGMS,9696052,1R21GM131717-01,1,R21,GM,131717,1,,,7096367,"KORNIENKO, ALEXANDER  ","LA CLAIR, JAMES J",TEXAS STATE UNIVERSITY, ,2019,211875,
Age-related changes in learning and memory mediated through noradrenergic regulation of astrocytes,NIA,9600757,1R21AG057947-01A1,1,R21,AG,57947,1,A1,,1910649,"KOROL, DONNA L",Not Applicable,SYRACUSE UNIVERSITY, ,2018,187500,
Structural studies of PARK14,NINDS,9180460,1R21NS094854-01A1,1,R21,NS,94854,1,A1,,2301412,"KOROLEV, SERGEY ",Not Applicable,SAINT LOUIS UNIVERSITY, ,2016,227250,
Computational design of Cas9-based molecular imaging reagents,NIBIB,9111725,1R21EB021453-01A1,1,R21,EB,21453,1,A1,,8690982,"KORTEMME, TANJA  ","HUANG, BO ","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2016,231996,
Toxoplasma Gondii-Associated Protection Against CNS Amyloid: Mechanisms and Implications,NIA,9529845,1R21AG056894-01A1,1,R21,AG,56894,1,A1,,9485990,"KOSHY, ANITA ",Not Applicable,UNIVERSITY OF ARIZONA, ,2018,225641,
ROP16's role in Toxoplasma gondii strain-specific encystment,NIAID,9844700,1R21AI147756-01,1,R21,AI,147756,1,,,9485990,"KOSHY, ANITA ",Not Applicable,UNIVERSITY OF ARIZONA, ,2019,185607,
Role of Methionine Sulfoxide and Advanced Glycation Endproducts in Cardiovascular and Renal Complications of Type 2 Diabetes,NHLBI,9873452,1R21HL150268-01,1,R21,HL,150268,1,,,9874204,"KOSKA, JURAJ  ","REAVEN, PETER D",CARL T. HAYDEN MEDICAL RESEARCH FDN, ,2019,117147,
Trp63 in limbal stem cell deficiency,NEI,9822288,1R21EY029081-01A1,1,R21,EY,29081,1,A1,,8616371,"KOSTER, MARANKE I. ","KOCH, PETER J.",UNIVERSITY OF COLORADO DENVER, ,2019,233250,
Activation of the GPCR Smoothened as a treatment of L-Dopa Induced dyskinesia,NINDS,9182533,1R21NS095253-01A1,1,R21,NS,95253,1,A1,,8577116,"KOTTMANN, ANDREAS H",Not Applicable,CITY COLLEGE OF NEW YORK, ,2016,235500,
IDENTIFICATION OF FLUORESCENT LIGANDS FOR ALPHA SYNUCLEIN FIBRILS,NINDS,9652217,1R21NS109831-01,1,R21,NS,109831,1,,,1930438,"KOTZBAUER, PAUL T",Not Applicable,WASHINGTON UNIVERSITY, ,2018,190625,
Mesenchymal Stem Cell Regulation by Syndecan-1 in Lung Injury,NIAID,9615255,1R21AI134025-01A1,1,R21,AI,134025,1,A1,,1876452,"KOUREMBANAS, STELLA  ","PARK, PYONG WOO ",BOSTON CHILDREN'S HOSPITAL, ,2018,265500,
Development of an Electronic Microchip for Real-Time Label-Free Quantification of Conjugation,NIGMS,9722718,1R21GM132793-01,1,R21,GM,132793,1,,,15356569,"KOVAC, JASNA ",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2019,177397,
Alcohol and Lung Immunity in the Aged,NIAAA,9600290,1R21AA026295-01A1,1,R21,AA,26295,1,A1,,1862316,"KOVACS, ELIZABETH J.",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2018,223531,
Vocabulary Acquisition in a Meaningful Context: Differentiating Learning Profiles for Autism Spectrum Disorder and Fragile X Syndrome,NIDCD,9730256,1R21DC017226-01A1,1,R21,DC,17226,1,A1,,10097146,"KOVER, SARA TERESA",Not Applicable,UNIVERSITY OF WASHINGTON, ,2019,146239,
An Early Real-Time Electronic Health Record Risk Algorithm for the Prevention and Treatment of Acute Kidney Injury: A Randomized Trial of an Early Standardized; Personalized Nephrology Intervention,NIDDK,9455207,1R21DK113420-01A1,1,R21,DK,113420,1,A1,,8430935,"KOYNER, JAY L",Not Applicable,UNIVERSITY OF CHICAGO, ,2018,243000,
Exploring the role of Oligodendrocytes and progenitors on chronic brain implants,NINDS,9583225,1R21NS108098-01,1,R21,NS,108098,1,,,11705216,"KOZAI, TAKASHI DANIEL YOSHIDA",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2018,220354,
Fast energy evaluation for multi-protein systems,NIGMS,9669766,1R21GM127952-01A1,1,R21,GM,127952,1,A1,,10010745,"KOZAKOV, DMYTRO ",Not Applicable,STATE UNIVERSITY NEW YORK STONY BROOK, ,2018,199507,
Biologic signatures for sclerostin antibody responsiveness in human and murine models of osteogenesis imperfecta,NIAMS,9722479,1R21AR075197-01,1,R21,AR,75197,1,,,9331475,"KOZLOFF, KENNETH M",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2019,171600,
An objective noninvasive single-cell method to identify HSC differentiation stage,NHLBI,9182698,1R21HL132642-01A1,1,R21,HL,132642,1,A1,,7692925,"KRAFT, MARY L",Not Applicable,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN, ,2016,216465,
Maternal obesity and immune developmental programming; role of the microbiome,NICHD,9167991,1R21HD088948-01,1,R21,HD,88948,1,,,2428542,"KRAIG, ELLEN  ","DONG, QUNFENG ;LI, CUN ",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER, ,2016,239258,
Mobile health (mHealth) nutrition intervention for children with Autism Spectrum Disorder,NICHD,9451815,1R21HD091330-01A1,1,R21,HD,91330,1,A1,,8752515,"KRAL, TANJA V.E.",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2017,229073,
Role of secretory pathway kinases in visual long-term adaptation,NEI,9839265,1R21EY030785-01,1,R21,EY,30785,1,,,1965790,"KRAMER, HELMUT J",Not Applicable,UT SOUTHWESTERN MEDICAL CENTER, ,2019,202500,
Analysis of B cell activation by endogenous mediators of inflammation in Sjogrens syndrome,NIDCR,9436592,1R21DE027489-01,1,R21,DE,27489,1,,,9699119,"KRAMER, JILL MARIE",Not Applicable,STATE UNIVERSITY OF NEW YORK AT BUFFALO, ,2018,232453,
Plasmacytoid Dendritic Cell microRNAS in Transplantation,NIAID,9181114,1R21AI119686-01A1,1,R21,AI,119686,1,A1,,1877890,"KRAMS, SHERI M.",Not Applicable,STANFORD UNIVERSITY, ,2016,239692,
Molecular analyses of toxin nanopore structural dynamics,NIAID,9095733,1R21AI124020-01,1,R21,AI,124020,1,,,8862595,"KRANTZ, BRYAN ANDREW ","GOODLETT, DAVID ROBINSON;ZHOU, Z HONG",UNIVERSITY OF MARYLAND BALTIMORE, ,2016,244500,
Identification of the Kenyon Cell Neurotransmitter,NIEHS,9036077,1R21ES024113-01A1,1,R21,ES,24113,1,A1,,2412875,"KRANTZ, DAVID EVAN",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2016,231000,
Engineering CARs against cancer-specific glycoproteins,NCI,9824772,1R21CA238628-01A1,1,R21,CA,238628,1,A1,,1879633,"KRANZ, DAVID M.",Not Applicable,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN, ,2019,185962,
Identification of the transcriptional targets of three conserved regulatory factors necessary for motor neuron subtype function - Resubmission 01,NINDS,9757517,1R21NS108505-01A1,1,R21,NS,108505,1,A1,,10694642,"KRATSIOS, PASCHALIS  ","MILLER, DAVID M",UNIVERSITY OF CHICAGO, ,2019,442221,
Development of a conceptual model of subjective physical and mental fatigability: the MI-FI study,NIA,9152898,1R21AG053186-01,1,R21,AG,53186,1,,,11093307,"KRATZ, ANNA LOUISE",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2016,232500,
Determining the Health Burden of Borrelia Miyamotoi with a Next-Gen Diagnostic Assay,NIAID,9437265,1R21AI135799-01,1,R21,AI,135799,1,,,9850934,"KRAUSE, PETER JAMES ","NARASIMHAN, SUKANYA ",YALE UNIVERSITY, ,2018,209375,
Directed Evolution of Zika EDE Glycoantigens,NIAID,9584951,1R21AI140030-01,1,R21,AI,140030,1,,,9755177,"KRAUSS, ISAAC JONATHAN",Not Applicable,BRANDEIS UNIVERSITY, ,2018,328330,
Role of THC as an inhibitor of Shh-dependent midlineand neuronal patterning,NIDA,9601095,1R21DA045971-01A1,1,R21,DA,45971,1,A1,,1863905,"KRAUSS, ROBERT S.",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2018,254250,
Identification and Pathology of a Macula-Related Structure in the Mouse Eye,NEI,9600880,1R21EY027894-01A1,1,R21,EY,27894,1,A1,,1922146,"KREBS, MARK P",Not Applicable,JACKSON LABORATORY, ,2018,257893,
Engineering a biopolymer hydrogel to inhibit osteogenesis: Implications for growth plate repair,NIAMS,9456096,1R21AR071585-01A1,1,R21,AR,71585,1,A1,,11854811,"KREBS, MELISSA ",Not Applicable,COLORADO SCHOOL OF MINES, ,2018,165527,
Impact of soluble and physical stimuli on tumor angiogenesis and drug sensitivity,NCI,9015927,1R21CA202040-01,1,R21,CA,202040,1,,,9854431,"KREEGER, PAMELA K ","MASTERS, KRISTYN S",UNIVERSITY OF WISCONSIN-MADISON, ,2016,166388,
Soluble and mechanical factors directing mesothelial cell migration in clearance during ovarian cancer metastasis,NCI,9672655,1R21CA227922-01A1,1,R21,CA,227922,1,A1,,9854431,"KREEGER, PAMELA K ","NOTBOHM, JACOB K",UNIVERSITY OF WISCONSIN-MADISON, ,2019,196033,
Neural circuits for cognitive control,NIDA,9243760,1R21DA042020-01A1,1,R21,DA,42020,1,A1,,8802831,"KREIMAN, GABRIEL ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2017,265500,
Neural Circuitry of Threat Perception: Implications for Anxiety and Paranoia,NIMH,9111488,1R21MH107820-01A1,1,R21,MH,107820,1,A1,,8802831,"KREIMAN, GABRIEL ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2016,265500,
Unraveling colistin resistance in Klebsiella pneumoniae,NIAID,9433880,1R21AI135250-01,1,R21,AI,135250,1,,,1946093,"KREISWIRTH, BARRY NEAL",Not Applicable,RBHS-NEW JERSEY MEDICAL SCHOOL, ,2018,238500,
Next generation systems analysis of pathogenetic mechanisms underlying CNS autoimmunity,NIAID,9768066,1R21AI145306-01,1,R21,AI,145306,1,,,10396955,"KREMENTSOV, DIMITRY N",Not Applicable,UNIVERSITY OF VERMONT & ST AGRIC COLLEGE, ,2019,273000,
MicroBRAINS: Bioengineered Human Neural Circuits for Aging Research,NIA,9807158,1R21AG064567-01,1,R21,AG,64567,1,,,8397750,"KRENCIK, ROBERT CONRAD",Not Applicable,METHODIST HOSPITAL RESEARCH INSTITUTE, ,2019,242250,
Connecting Alzheimers Disease; APP; Circadian Regulation,NIA,9451039,1R21AG055943-01A1,1,R21,AG,55943,1,A1,,7594517,"KRETZSCHMAR, DORIS ",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY, ,2018,231000,
Creating new Drosophila models to study Tau loss and gain-off functions,NINDS,9087997,1R21NS096332-01,1,R21,NS,96332,1,,,7594517,"KRETZSCHMAR, DORIS ",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY, ,2016,231000,
Deciphering regulatory RNA networks underlying molecular pathology in Alzheimer's disease,NIA,9586008,1R21AG060019-01,1,R21,AG,60019,1,,,8271939,"KRICHEVSKY, ANNA M.",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2018,268500,
Angiogenin and its small RNA products in glioblastoma and brain microenvironment,NINDS,9167040,1R21NS098051-01,1,R21,NS,98051,1,,,8271939,"KRICHEVSKY, ANNA M.",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2016,263770,
Development and Pre-Clinical Evaluation of a Robotic System for Supervised Autonomous Tumor Surgery,NIBIB,9372813,1R21EB024707-01,1,R21,EB,24707,1,,,11525806,"KRIEGER, AXEL ",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2017,218547,
Peptide inhibitors of oxidative heme toxicity in acute hemolysis,NHLBI,9585799,1R21HL138710-01A1,1,R21,HL,138710,1,A1,,2444655,"KRISHNA, NEEL KUMAR",Not Applicable,EASTERN VIRGINIA MEDICAL SCHOOL, ,2018,225000,
Wearable Real-Time Feedback System to Improve Gait and Posture in Parkinson's Disease,NINR,9600554,1R21NR017484-01A1,1,R21,NR,17484,1,A1,,8660172,"KRISHNAMURTHI, NARAYANAN ",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2018,209879,
Organelle Specific Oxidative Stress Response in Environmental Toxin-Induced Cellular Dysfunction,NIEHS,9091804,1R21ES026752-01,1,R21,ES,26752,1,,,9868353,"KRISHNAMURTHY, PARTHA C",Not Applicable,UNIVERSITY OF KANSAS MEDICAL CENTER, ,2016,191250,
Synaptic PLD1 Levels/Signaling is Elevated Through Epigenetic Regulation in the CNS of AD Patients as a Function of Disease Severity and Cognitive Decline,NIA,9510236,1R21AG059223-01,1,R21,AG,59223,1,,,8735380,"KRISHNAN, BALAJI ",Not Applicable,UNIVERSITY OF TEXAS MED BR GALVESTON, ,2018,276208,
Functional Resistance Training during Gait: A Novel Intervention to Improve Knee Function after ACL Reconstruction,NICHD,9371389,1R21HD092614-01,1,R21,HD,92614,1,,,11572652,"KRISHNAN, CHANDRAMOULI  ","PALMIERI-SMITH, RIANN MARIE",UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2017,232750,
Monitoring contractile forces during airway constriction,NHLBI,9182542,1R21HL123522-01A1,1,R21,HL,123522,1,A1,,11583021,"KRISHNAN, RAMASWAMY ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2016,216250,
Proton minibeams: Overcoming proton beams’ inability to spare superficial tissues,NCI,9024849,1R21CA191818-01A1,1,R21,CA,191818,1,A1,,8547492,"KRISHNAN, SUNIL  ","DILMANIAN, F AVRAHAM;ELEY, JOHN G",UNIVERSITY OF TX MD ANDERSON CAN CTR, ,2016,235488,
Bacteriophage to prevent infection by antibiotic-resistant enterococci,NIAID,9018963,1R21AI121552-01,1,R21,AI,121552,1,,,7537641,"KRISTICH, CHRISTOPHER J",Not Applicable,MEDICAL COLLEGE OF WISCONSIN, ,2016,230125,
Role of a cell wall assembly factor in enterococcal antimicrobial resistance,NIAID,9225316,1R21AI128219-01,1,R21,AI,128219,1,,,7537641,"KRISTICH, CHRISTOPHER J",Not Applicable,MEDICAL COLLEGE OF WISCONSIN, ,2017,231000,
Analysis of PASTA kinase function in Enterococcus faecalis,NIAID,9451474,1R21AI130542-01A1,1,R21,AI,130542,1,A1,,7537641,"KRISTICH, CHRISTOPHER J",Not Applicable,MEDICAL COLLEGE OF WISCONSIN, ,2018,242413,
Genes of unknown function impacting antimicrobial resistance in enterococci,NIAID,9370219,1R21AI132927-01,1,R21,AI,132927,1,,,7537641,"KRISTICH, CHRISTOPHER J",Not Applicable,MEDICAL COLLEGE OF WISCONSIN, ,2017,231000,
Behavioral impacts of intracortical androgen signaling in the rat prefrontal cortex,NINDS,9824212,1R21NS110004-01A1,1,R21,NS,110004,1,A1,,6421448,"KRITZER, MARY F.",Not Applicable,STATE UNIVERSITY NEW YORK STONY BROOK, ,2019,432027,
Protective and Proinflammatory Immunological Mechanisms behind Liver Ischemia Reperfusion Injury in Marginal Livers,NIAID,9454855,1R21AI130800-01A1,1,R21,AI,130800,1,A1,,14516845,"KROEMER, ALEXANDER HELMUT KURT",Not Applicable,GEORGETOWN UNIVERSITY, ,2018,243941,
Vagus nerve stimulation as a tool to modulate synaptic plasticity during extinction from drug seeking,NIDA,9387292,1R21DA043150-01A1,1,R21,DA,43150,1,A1,,8355524,"KROENER, SVEN ",Not Applicable,UNIVERSITY OF TEXAS DALLAS, ,2017,224910,
Tag-ChIP-MS for analysis of chromatin-level regulation of DNA repair,NCI,9242310,1R21CA213247-01,1,R21,CA,213247,1,,,1927504,"KRON, STEPHEN J.",Not Applicable,UNIVERSITY OF CHICAGO, ,2017,201875,
Developing an implementation strategy for post-concussion communication with low health literacy parents in the emergency department,NINDS,9722690,1R21NS111065-01,1,R21,NS,111065,1,,,11919057,"KROSHUS, EMILY GRACE",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,2019,225000,
Sexually dimorphic epigenetic regulation of fetal brain development by environmental stressors,NIEHS,9745829,1R21ES030137-01A1,1,R21,ES,30137,1,A1,,1864250,"KRUEGER, BRUCE K",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2019,231750,
TNF signaling methods initiating in vitro sleep-like states,NINDS,9232403,1R21NS096250-01A1,1,R21,NS,96250,1,A1,,1864575,"KRUEGER, JAMES MARTIN",Not Applicable,WASHINGTON STATE UNIVERSITY, ,2016,228250,
Ail-mediated serum resistance in Yersinia pestis and its contribution to plague virulence,NIAID,9600499,1R21AI133570-01A1,1,R21,AI,133570,1,A1,,1894318,"KRUKONIS, ERIC S",Not Applicable,UNIVERSITY OF DETROIT MERCY, ,2018,161413,
Characterization of activity and mechanism of novel fungicidal anti-cryptococcal molecules,NIAID,9141008,1R21AI125094-01,1,R21,AI,125094,1,,,7239321,"KRYSAN, DAMIAN J",Not Applicable,UNIVERSITY OF ROCHESTER, ,2016,230250,
Microglia- Monocyte Interactions following Perinatal Brain Injury,NINDS,9110552,1R21NS093446-01A1,1,R21,NS,93446,1,A1,,6137816,"KUAN, CHIA-YI ",Not Applicable,EMORY UNIVERSITY, ,2016,234000,
Monocyte-Derived Microglia after Maternal Immune Activation and Neonatal Brain Injury,NINDS,9402999,1R21NS100419-01A1,1,R21,NS,100419,1,A1,,6137816,"KUAN, CHIA-YI ",Not Applicable,EMORY UNIVERSITY, ,2017,234000,
Mechanism of MHC heterozygote advantage during anti-commensal germinal center B cell selection,NIAID,9825057,1R21AI142409-01A1,1,R21,AI,142409,1,A1,,10139026,"KUBINAK, JASON L",Not Applicable,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA, ,2019,223500,
Quantifying the role of the connectome in resiliency to multiple sclerosis,NINDS,9435991,1R21NS104634-01,1,R21,NS,104634,1,,,10280800,"KUCEYESKI, AMY ",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2017,254250,
