"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"535","Analyzing Cell-Cell Fusion in Glioblastoma Growth and Progression","NINDS",9635146,"1R21NS103841-01A1",1,"R21","NS",103841,1,"A1",NA,8567635,"MCCARTY, JOSEPH H","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2019,240000,NA,"Include"
"536","Delineating roles for a novel tri-protein complex (TRIM44) in the multiple myeloma stem cell niche","NCI",9178462,"1R21CA202212-01A1",1,"R21","CA",202212,1,"A1",NA,7314495,"MCCARTY, NAMI ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2016,167475,NA,"Include"
"537","A urine tenofovir immunoassay to distinguish adherence versus resistance-based HIV treatment failure","NIAID",9779465,"1R21AI145537-01",1,"R21","AI",145537,1,"",NA,9969899,"MCCLUSKEY, SUZANNE ","Not Applicable","Massachusetts General Hospital",NA,2019,270448,NA,"Include"
"538","Organizational and Environmental Factors Influencing the Implementation of Evidence Based Practices in Juvenile Justice Settings","NIDA",9373685,"1R21DA044378-01",1,"R21","DA",44378,1,"",NA,6829220,"MCCOLLISTER, KATHRYN E ","BOWSER, DIANA ","University Of Miami School Of Medicine",NA,2017,204779,NA,"Include"
"539","Mobile Technology-Based Simultaneous Aerobic Exercise and Memory Training Intervention for Older Adults with Mild Cognitive Impairment","NIA",9649524,"1R21AG061494-01",1,"R21","AG",61494,1,"",NA,10442836,"MCEWEN, SARAH CHRISTINE","Not Applicable","John Wayne Cancer Institute",NA,2019,246000,NA,"Include"
"540","Tau Imaging in Atypical AD","NIA",9182686,"1R21AG051987-01A1",1,"R21","AG",51987,1,"A1",NA,8723696,"MCGINNIS, SCOTT MICHAEL ","DICKERSON, BRADFORD C","Massachusetts General Hospital",NA,2016,256500,NA,"Include"
"541","The Role of Mitochondrial Heterogeneity in Pyruvate Flux in Prostate Cancer Progression","NCI",9098327,"1R21CA205257-01",1,"R21","CA",205257,1,"",NA,6281514,"MCGUIRE, SEAN E","Not Applicable","Baylor College Of Medicine",NA,2016,206843,NA,"Include"
"542","Implicit and Explicit Suicidal Cognition and Risk for Opioid Overdose","NIDA",9740166,"1R21DA046521-01A1",1,"R21","DA",46521,1,"A1",NA,10040335,"MCHUGH, REBECCA KATHRYN","Not Applicable","Mclean Hospital",NA,2019,246000,NA,"Include"
"543","Role of OxLDL in metabolic syndrome-associated resistance of myeloma to proteasome inhibitors","NCI",9513283,"1R21CA227414-01",1,"R21","CA",227414,1,"",NA,11206501,"MEDINA, EDWARD A.","Not Applicable","University Of Texas Hlth Science Center",NA,2018,199013,NA,"Include"
"544","Reducing Orthostatic Intolerance with Oral Rehydration in Patients with Myalgic Encephalomyelitis/Chronic Fatigue Syndrome","NINDS",9013077,"1R21NS094644-01",1,"R21","NS",94644,1,"",NA,1868009,"MEDOW, MARVIN S","Not Applicable","New York Medical College",NA,2016,246000,NA,"Include"
"545","Restoration of lymphatic function in postsurgical lymphedema with lymph node transfer","NCI",9025213,"1R21CA194882-01A1",1,"R21","CA",194882,1,"A1",NA,9819512,"MEHRARA, BABAK J","Not Applicable","Sloan-Kettering Inst Can Research",NA,2016,229550,NA,"Include"
"546","Glyco-typer: an antibody capture glycan imaging methodology","NCI",9489753,"1R21CA225474-01",1,"R21","CA",225474,1,"",NA,7860587,"MEHTA, ANAND S ","HAAB, BRIAN B.","Medical University Of South Carolina",NA,2018,339424,NA,"Include"
"547","Neurophysiology of auditory emotion recognition in the human brain","NIMH",9373513,"1R21MH114166-01",1,"R21","MH",114166,1,"",NA,9480059,"MEHTA, ASHESH DINESH","Not Applicable","Feinstein Institute For Medical Research",NA,2017,253863,NA,"Include"
"548","Non-invasive estimation of subglottal pressure during natural speech to improve clinical voice assessment","NIDCD",9233341,"1R21DC015877-01",1,"R21","DC",15877,1,"",NA,10550555,"MEHTA, DARYUSH DINYAR","Not Applicable","Massachusetts General Hospital",NA,2017,171000,NA,"Include"
"549","Novel gene discovery in zebra finches","NIDCD",9050165,"1R21DC014432-01A1",1,"R21","DC",14432,1,"A1",NA,1883745,"MELLO, CLAUDIO V","Not Applicable","Oregon Health & Science University",NA,2016,192500,NA,"Include"
"550","Therapeutic Effects of Dietary Choline Mediated by IGF2 in AD Mouse Model","NIA",9529029,"1R21AG056901-01A1",1,"R21","AG",56901,1,"A1",NA,7057508,"MELLOTT, TIFFANY J.","Not Applicable","Boston University Medical Campus",NA,2018,247313,NA,"Include"
"551","Regulation of cellular senescence by non-coding RNAs in alcoholic liver injury","NIAAA",9371103,"1R21AA025997-01",1,"R21","AA",25997,1,"",NA,6676705,"MENG, FANYIN  ","ALPINI, GIANFRANCO D","Scott And White Memorial Hospital",NA,2017,211620,NA,"Include"
"552","Assessing Spatial Processing Deficits in Cerebral Visual Impairment (CVI) Using Virtual Reality","NEI",9807307,"1R21EY030587-01",1,"R21","EY",30587,1,"",NA,8675571,"MERABET, LOTFI ","Not Applicable","Massachusetts Eye And Ear Infirmary",NA,2019,226082,NA,"Include"
"553","Employing Magnetic Vestibular Stimulation (MVS) during Functional Imaging","NIDCD",9126109,"1R21DC014909-01A1",1,"R21","DC",14909,1,"A1",NA,1870152,"MERFELD, DANIEL M ","ACKERMAN, JEROME L","Massachusetts Eye And Ear Infirmary",NA,2016,264377,NA,"Include"
"554","Dengue virus immunity in endemic and non-endemic human cohorts","NIAID",9435515,"1R21AI135537-01",1,"R21","AI",135537,1,"",NA,10317558,"MESSER, WILLIAM ","Not Applicable","Oregon Health & Science University",NA,2018,245669,NA,"Include"
"555","Chemogenetic approaches to define the roles of redox dysfunction in the cardiomyopathy of aging","NIA",9724696,"1R21AG063073-01",1,"R21","AG",63073,1,"",NA,1858352,"MICHEL, THOMAS ","Not Applicable","Brigham And Women's Hospital",NA,2019,263760,NA,"Include"
"556","The role of MT1-MMP proteolytic activity in osteogenesis","NIAMS",9386911,"1R21AR070934-01A1",1,"R21","AR",70934,1,"A1",NA,6660592,"MIGNATTI, PAOLO ","Not Applicable","New York University School Of Medicine",NA,2017,223740,NA,"Include"
"557","Astrocytes and the pathology of nodes of Ranvier in depression","NIMH",9823104,"1R21MH118675-01A1",1,"R21","MH",118675,1,"A1",NA,7366913,"MIGUEL-HIDALGO, JOSE JAVIER ","RAJKOWSKA, GRAZYNA ","University Of Mississippi Med Ctr",NA,2019,232500,NA,"Include"
"558","Neurobiological & Clinical Phenotypes in OEF/OIF/OND Veterans with mTBI or Blast","NCCIH",9172273,"1R21AT009430-01",1,"R21","AT",9430,1,"",NA,1881843,"MILBERG, WILLIAM P","Not Applicable","Harvard Medical School",NA,2016,197705,NA,"Include"
"559","Latent Luciferase","NIBIB",9035326,"1R21EB020243-01A1",1,"R21","EB",20243,1,"A1",NA,2238311,"MILLER, STEPHEN C.","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2016,251250,NA,"Include"
"560","A mixed-methods study of decision making about CGM in youth with type 1 diabetes","NICHD",9219531,"1R21HD090555-01",1,"R21","HD",90555,1,"",NA,8653531,"MILLER, VICTORIA ALLISON","Not Applicable","Children's Hosp Of Philadelphia",NA,2017,252000,NA,"Include"
"561","Targeted Molecular Imaging of Cell Death in Ovarian Cancer","NCI",9024774,"1R21CA181994-01A1",1,"R21","CA",181994,1,"A1",NA,7541625,"MILLWARD, STEVEN W ","LU, ZHEN ","University Of Tx Md Anderson Can Ctr",NA,2016,174000,NA,"Include"
"562","Defining physiological correlates of the human malaria infectious reservoir","NIAID",9111233,"1R21AI117304-01A1",1,"R21","AI",117304,1,"A1",NA,8627613,"MILNER, DANNY ARNOLD","Not Applicable","Harvard School Of Public Health",NA,2016,211670,NA,"Include"
"563","Computerized Visualization and Prediction of Coronary Artery Ischemia","NHLBI",9093071,"1R21HL132277-01",1,"R21","HL",132277,1,"",NA,9749866,"MIN, JAMES K ","KUCEYESKI, AMY ","Weill Medical Coll Of Cornell Univ",NA,2016,254250,NA,"Include"
"564","Addressing Social Determinants in Diabetes Care: the REDD-CAT health-related social needs screening tool","NIDDK",9723832,"1R21DK121092-01",1,"R21","DK",121092,1,"",NA,8954171,"MITCHELL, SUZANNE E ","CARLOZZI, NOELLE E.","Boston Medical Center",NA,2019,193729,NA,"Include"
"565","Effort-related decision-making in ADHD","NIMH",9839899,"1R21MH121073-01",1,"R21","MH",121073,1,"",NA,1967705,"MITCHELL, SUZANNE H","Not Applicable","Oregon Health & Science University",NA,2019,220254,NA,"Include"
"566","Cell motility regulation by PCP signaling","NICHD",9508204,"1R21HD095043-01",1,"R21","HD",95043,1,"",NA,6477169,"MLODZIK, MAREK ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,254250,NA,"Include"
"567","Novel Approach to Enhance Ostomy Care in Patients with Bladder and Colorectal Cancer","NINR",9317866,"1R21NR016518-01A1",1,"R21","NR",16518,1,"A1",NA,10020518,"MOHAMED, NIHAL ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2017,260257,NA,"Include"
"568","PAD4 in Retinal Gliosis","NEI",9436900,"1R21EY028699-01",1,"R21","EY",28699,1,"",NA,1881039,"MOHAN, ROYCE ","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2018,199375,NA,"Include"
"569","EXOSOMES: ROLE IN ALLOGRAFT REJECTION AND POTENTIAL AS A BIOMARKER","NIAID",9007346,"1R21AI123034-01",1,"R21","AI",123034,1,"",NA,1864524,"MOHANAKUMAR, THALACHALLOUR ","Not Applicable","St. Joseph's Hospital And Medical Center",NA,2016,210894,NA,"Include"
"570","A Small-Molecule Inhibitor of the Terminal Steps for Intracrine Androgen Synthesis in Advanced Prostate Cancer","NCI",9096997,"1R21CA205108-01",1,"R21","CA",205108,1,"",NA,1864814,"MOHLER, JAMES L","Not Applicable","Roswell Park Cancer Institute Corp",NA,2016,162075,NA,"Include"
"571"," An Emergency Department-Based Study to Reduce Adolescent Pregnancy Rates","NICHD",9668631,"1R21HD095096-01A1",1,"R21","HD",95096,1,"A1",NA,7852915,"MOLLEN, CYNTHIA J","Not Applicable","Children's Hosp Of Philadelphia",NA,2019,277510,NA,"Include"
"572","Development of a high-resolution mapping platform for HPV DNA integration in premalignant lesions","NCI",9805213,"1R21CA240580-01",1,"R21","CA",240580,1,"",NA,8464699,"MONTAGNA, CRISTINA  ","LENZ, JACK R.","Albert Einstein College Of Medicine",NA,2019,181613,NA,"Include"
"573","Role of ART in Novel HIV-Associated Myopathy","NIA",9271456,"1R21AG055415-01",1,"R21","AG",55415,1,"",NA,1902692,"MONTANO, MONTY A","Not Applicable","Brigham And Women's Hospital",NA,2017,266250,NA,"Include"
"574","CD4+ T cell Tolerance to Enteric Commensal Bacteria","NIAID",9245154,"1R21AI124143-01A1",1,"R21","AI",124143,1,"A1",NA,6564569,"MOON, JAMES J","Not Applicable","Massachusetts General Hospital",NA,2017,205230,NA,"Include"
"575","The Contribution of B Lymphocyte to T1D Reversal by Imatinib","NIAID",9181048,"1R21AI121549-01A1",1,"R21","AI",121549,1,"A1",NA,9110974,"MOORE, DANIEL J.","Not Applicable","Vanderbilt University Medical Center",NA,2016,237000,NA,"Include"
"576","Smartphone based detection and intervention for hearing loss in low and middle income countries","NIDCD",9338942,"1R21DC016241-01",1,"R21","DC",16241,1,"",NA,11750217,"MOORE, DAVID  ","SWANEPOEL, DEWET ","Cincinnati Childrens Hosp Med Ctr",NA,2017,179000,NA,"Include"
"577","Engaging disadvantaged patients in sharing patient generated health data and patient reported outcomes through health information technology","AHRQ",9374749,"1R21HS025505-01",1,"R21","HS",25505,1,"",NA,9599726,"MOORE, SUSAN LOUISE","Not Applicable","Denver Health And Hospital Authority",NA,2017,135493,NA,"Include"
"578","Tafenoquine as a potential revolutionary treatment for babesiosis","NIAID",9649351,"1R21AI142523-01",1,"R21","AI",142523,1,"",NA,1874518,"MORDUE, DANA G","Not Applicable","New York Medical College",NA,2019,246000,NA,"Include"
"579","Improving Care for Peritoneal Dialysis Patients with the 'CKD-PD' app","FIC",9773300,"1R21TW010963-01A1",1,"R21","TW",10963,1,"A1",NA,15033292,"MORLEY, KATHARINE ELISE","Not Applicable","Massachusetts General Hospital",NA,2019,199637,NA,"Include"
"580","Epigenetic and microbial profiles related to Hurricane Maria prenatal stressors","NIMHD",9685634,"1R21MD013652-01",1,"R21","MD",13652,1,"",NA,1892733,"MOROU-BERMUDEZ, EVANGELIA  ","BUXO, CARMEN J.;MARTINEZ GONZALEZ, KAREN G.","University Of Puerto Rico Med Sciences",NA,2018,230789,NA,"Include"
"581","Optimizing Configurations of Roadside Sobriety Testing Checkpoints to Reduce Alcohol-Involved Crashes","NIAAA",9529172,"1R21AA025749-01A1",1,"R21","AA",25749,1,"A1",NA,14903161,"MORRISON, CHRISTOPHER NEIL","Not Applicable","Columbia University Health Sciences",NA,2018,206763,NA,"Include"
"582","The role of microRNA in the cell fate specification of photoreceptors","NEI",9107619,"1R21EY025826-01A1",1,"R21","EY",25826,1,"A1",NA,1882545,"MORTON, DAVID B","Not Applicable","Oregon Health & Science University",NA,2016,231000,NA,"Include"
"583","Reducing recall rates of screening mammography with deep convolutional neural network","NCI",9607399,"1R21CA225175-01A1",1,"R21","CA",225175,1,"A1",NA,2055567,"MOY, LINDA  ","KIM, SUNGHEON GENE ","New York University School Of Medicine",NA,2018,218865,NA,"Include"
"584","DNA methylation and gene expression study of aging and lifespan differences","NIA",9294563,"1R21AG055841-01",1,"R21","AG",55841,1,"",NA,10838916,"MOZHUI, KHYOBENI ","Not Applicable","University Of Tennessee Health Sci Ctr",NA,2017,266000,NA,"Include"
"585","Modifier of Cancer Sensitivity to Statins","NCI",9101012,"1R21CA198327-01A1",1,"R21","CA",198327,1,"A1",NA,8553657,"MU, DAVID ","Not Applicable","Eastern Virginia Medical School",NA,2016,159319,NA,"Include"
"586","Antiviral responses in iPSC-derived human primary cells to Ebola virus infection","NIAID",9172844,"1R21AI126457-01",1,"R21","AI",126457,1,"",NA,9579270,"MUHLBERGER, ELKE CHRISTINE ","MOSTOSLAVSKY, GUSTAVO ","Boston University Medical Campus",NA,2016,270000,NA,"Include"
"587","Distensibility and Remodeling as markers of Therapeutic Response in Eosinophilic Esophagitis","NCATS",9846530,"1R21TR003039-01",1,"R21","TR",3039,1,"",NA,10889939,"MUIR, AMANDA BROOKE ","MENARD-KATCHER, CALIES D","Children's Hosp Of Philadelphia",NA,2019,242750,NA,"Include"
"588","Targeting Rab6-km23-1-mediated compartmentalized trafficking as a novel therapeutic approach to Alzheimers Disease","NIA",9472157,"1R21AG057218-01A1",1,"R21","AG",57218,1,"A1",NA,1858958,"MULDER, KATHLEEN M ","LIOTTA, LANCE ALLEN","Pennsylvania State Univ Hershey Med Ctr",NA,2018,243015,NA,"Include"
"589","Exploring the Ethanol Engram: From Initiation to Excessive Ethanol Drinking","NIAAA",9649776,"1R21AA027330-01",1,"R21","AA",27330,1,"",NA,8549555,"MULHOLLAND, PATRICK J.","Not Applicable","Medical University Of South Carolina",NA,2019,252281,NA,"Include"
"590","Collateral Deletions Expose Targetable Metabolic Vulnerabilities in the PTEN locus","NCI",9508095,"1R21CA226301-01",1,"R21","CA",226301,1,"",NA,10691660,"MULLER, FLORIAN ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2018,208800,NA,"Include"
"591","Proof of principle for a Scalable Multiplex Proteome Quantitation Technology","NIGMS",9669796,"1R21GM129653-01A1",1,"R21","GM",129653,1,"A1",NA,9348525,"MUNGRUE, IMRAN ","Not Applicable","Lsu Health Sciences Center",NA,2019,220500,NA,"Include"
"592","Characterization Of A Novel ETEC Virulence Factor And Secretion System","NIAID",9225439,"1R21AI128164-01",1,"R21","AI",128164,1,"",NA,1924110,"MUNSON, GEORGE PATRICK","Not Applicable","University Of Miami School Of Medicine",NA,2017,230250,NA,"Include"
"593","Biological functions of beta herpesvirus encoded non-coding RNAs","NIAID",9821890,"1R21AI147152-01",1,"R21","AI",147152,1,"",NA,1949856,"MURPHY, EAIN A","Not Applicable","Upstate Medical University",NA,2019,243000,NA,"Include"
"594","Developing a better understanding of expression and function of PBP5-R of Enterococcus faecium for future development of therapeutic modalities for VRE infections","NIAID",9534883,"1R21AI133289-01A1",1,"R21","AI",133289,1,"A1",NA,1877809,"MURRAY, BARBARA E","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2018,206770,NA,"Include"
"595","HPV vaccination efficacy for cervical cancer prevention in young women with perinatal HIV infection","NICHD",9755115,"1R21HD098733-01",1,"R21","HD",98733,1,"",NA,15265644,"MURRAY, ELEANOR ","Not Applicable","Boston University Medical Campus",NA,2019,262056,NA,"Include"
"596","Determinants of Streptococcus pyogenes virulence in the primate oropharynx: A genome-wide analysis","NIAID",9745208,"1R21AI139369-01A1",1,"R21","AI",139369,1,"A1",NA,8533885,"MUSSER, JAMES MALLORY","Not Applicable","Methodist Hospital Research Institute",NA,2019,242250,NA,"Include"
"597","Vertical Transmission of Zika Virus in Pregnant Olive Baboons Following  Vaginal Infection","NICHD",9752914,"1R21HD096240-01A1",1,"R21","HD",96240,1,"A1",NA,1896170,"MYERS, DEAN  ","PAPIN, JAMES F","University Of Oklahoma Hlth Sciences Ctr",NA,2019,217500,NA,"Include"
"598","Targeting cytokine mediated CREB activation in pancreatic cancer","NCI",9179363,"1R21CA209536-01",1,"R21","CA",209536,1,"",NA,10727648,"NAGATHIHALLI, NAGARAJ S.","Not Applicable","University Of Miami School Of Medicine",NA,2016,200318,NA,"Include"
"599","Managing chemotherapy induced neuropathy in Cancer patients using ExerGaming","NCI",9023922,"1R21CA190933-01A1",1,"R21","CA",190933,1,"A1",NA,9290875,"NAJAFI, BIJAN  ","GARLAND, LINDA LEE","Baylor College Of Medicine",NA,2016,259412,NA,"Include"
"600","Engineering tools for rapid loss of protein function in model organisms","NICHD",9163926,"1R21HD088779-01",1,"R21","HD",88779,1,"",NA,8470026,"NANCE, JEREMY  ","KNAUT, HOLGER ","New York University School Of Medicine",NA,2016,211875,NA,"Include"
"601","Cocaine Abuse and HIV Comorbidity: Relapse-Related Brain Pathology.","NIDA",9695763,"1R21DA047901-01",1,"R21","DA",47901,1,"",NA,1879438,"NAPIER, T. CELESTE ","Not Applicable","Rush University Medical Center",NA,2019,235500,NA,"Include"
"602","Deep-radiomics-learning for mass detection in CT colonography","NIBIB",9167836,"1R21EB022747-01",1,"R21","EB",22747,1,"",NA,9642101,"NAPPI, JANNE JOHANNES","Not Applicable","Massachusetts General Hospital",NA,2016,256500,NA,"Include"
"603","Human-animal interaction to promote recovery following pediatric brain injury","NICHD",9514547,"1R21HD095132-01",1,"R21","HD",95132,1,"",NA,10753788,"NARAD, MEGAN ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2018,206708,NA,"Include"
"604","Development of biological approaches to enhance skeletal muscle rehabilitation after anterior cruciate ligament injury","NIAMS",9809778,"1R21AR075997-01",1,"R21","AR",75997,1,"",NA,8409936,"NARKAR, VIHANG A ","HUARD, JOHNNY ;TASHMAN, SCOTT ","University Of Texas Hlth Sci Ctr Houston",NA,2019,188540,NA,"Include"
"605","Targeted Inhibition in Triple Negative Breast Cancer","NCI",9585720,"1R21CA229930-01",1,"R21","CA",229930,1,"",NA,7963029,"NASSAR, NICOLAS ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2018,172913,NA,"Include"
"606","Use of rocking bed to demonstrate pathophysiologic sleep differences between chronic fatigue syndrome with and without co-existing fibromyalgia","NINDS",9746112,"1R21NS108094-01A1",1,"R21","NS",108094,1,"A1",NA,1884190,"NATELSON, BENJAMIN ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,466125,NA,"Include"
"607","Illuminating the understudied druggable kinome through human phenotypes and model organisms","NHGRI",9824270,"1R21HG010392-01A1",1,"R21","HG",10392,1,"A1",NA,10352853,"NATH, ANJALI ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,232500,NA,"Include"
"608","Improved mouse models to study Fragile X associated primary ovarian insufficiency","NICHD",9110513,"1R21HD084802-01A1",1,"R21","HD",84802,1,"A1",NA,7354240,"NELSON, DAVID LOREN","Not Applicable","Baylor College Of Medicine",NA,2016,198469,NA,"Include"
"609","Feasibility of a Therapeutic Intent Ontology","NLM",9583840,"1R21LM012929-01",1,"R21","LM",12929,1,"",NA,7814875,"NELSON, STUART JAMES","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2018,48610,NA,"Include"
"610","Stimulant vs. non-stimulant treatments and reward processing in drug-naive youth at SUD risk","NIDA",9601133,"1R21DA045218-01A1",1,"R21","DA",45218,1,"A1",NA,6981820,"NEWCORN, JEFFREY H ","IVANOV, ILIYAN STOYANOV","Icahn School Of Medicine At Mount Sinai",NA,2018,254250,NA,"Include"
"611","Leveraging insights into the Plasmodium falciparum ubiquitin-proteasome system and the unfolded protein response to combat artemisinin resistance through synergistic combinations","NIAID",9511188,"1R21AI137900-01",1,"R21","AI",137900,1,"",NA,10921800,"NG, CAROLINE ","Not Applicable","University Of Nebraska Medical Center",NA,2018,228626,NA,"Include"
"612","Longitudinal evaluation of cardiosphere-derived cell regenerative treatment on myocardial fiber architecture using diffusion tensor cardiac magnetic resonance for dilated cardiomyopathy","NIBIB",9375297,"1R21EB024701-01",1,"R21","EB",24701,1,"",NA,11751800,"NGUYEN, CHRISTOPHER T","Not Applicable","Cedars-Sinai Medical Center",NA,2017,12724,NA,"Include"
"613","Necroptosis in hepatic ischemia and reperfusion injury of alcoholic fatty liver","NIAAA",9584925,"1R21AA026904-01",1,"R21","AA",26904,1,"",NA,11873774,"NI, HONGMIN ","Not Applicable","University Of Kansas Medical Center",NA,2018,181688,NA,"Include"
"614","Exploring the contribution of viral PP2A inhibition to tau pathology in Alzheimer's disease.","NINDS",9808829,"1R21NS113063-01",1,"R21","NS",113063,1,"",NA,1894679,"NICHOLLS, RUSSELL E ","WYLIE, KRISTINE M.","Columbia University Health Sciences",NA,2019,454820,NA,"Include"
"615","Drosophila to elucidate serotonin's role in stimulant drug abuse","NIDA",9112458,"1R21DA039462-01A1",1,"R21","DA",39462,1,"A1",NA,6147050,"NICHOLS, CHARLES D","Not Applicable","Lsu Health Sciences Center",NA,2016,219000,NA,"Include"
"616","Causally connecting neural activity to behavior with caged compounds","NIDA",9116536,"1R21DA041725-01",1,"R21","DA",41725,1,"",NA,1871087,"NICOLA, SALEEM M","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2016,208750,NA,"Include"
"617","Personalized target selection for TMS therapy using functional vs. structural connectivity MRI","NIMH",9433834,"1R21MH115280-01",1,"R21","MH",115280,1,"",NA,12279116,"NING, LIPENG  ","CAMPRODON, JOAN A","Brigham And Women's Hospital",NA,2018,251654,NA,"Include"
"618","Improving safety and quality of tracheal intubations in neonatal ICUs","NICHD",9316772,"1R21HD089151-01A1",1,"R21","HD",89151,1,"A1",NA,10680150,"NISHISAKI, AKIRA ","Not Applicable","Children's Hosp Of Philadelphia",NA,2017,264455,NA,"Include"
"619","The Toponome of Virus Infected Skin","NIAID",9186754,"1R21AI121876-01A1",1,"R21","AI",121876,1,"A1",NA,8112587,"NORBURY, CHRISTOPHER C","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2016,193375,NA,"Include"
"620","Antibody differentially alters Histoplasma extracellular vesicles","NIAID",9136369,"1R21AI124797-01",1,"R21","AI",124797,1,"",NA,2535958,"NOSANCHUK, JOSHUA D","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2016,294741,NA,"Include"
"621","60S acidic ribosomal protein P1 and endometriosis pathogenesis","NICHD",9402788,"1R21HD090963-01A1",1,"R21","HD",90963,1,"A1",NA,1964112,"NOTHNICK, WARREN B","Not Applicable","University Of Kansas Medical Center",NA,2017,229500,NA,"Include"
"622","Investigating the Effect of APOE4 Expression on AD-relevant Tauopathy","NIA",9825085,"1R21AG061719-01A1",1,"R21","AG",61719,1,"A1",NA,9175385,"NURIEL, TAL ","Not Applicable","Columbia University Health Sciences",NA,2019,243000,NA,"Include"
"623","Reducing the Burden of Road Traffic- Associated Mortality using Mobile Technology","FIC",9774727,"1R21TW010991-01A1",1,"R21","TW",10991,1,"A1",NA,7118257,"NWARIAKU, FIEMU E. ","KIM, DOHYEONG ","Ut Southwestern Medical Center",NA,2019,223323,NA,"Include"
"624","Vitamin D and Residual Beta-Cell Function in Type 1 Diabetes","NIDDK",9293515,"1R21DK113353-01",1,"R21","DK",113353,1,"",NA,10427260,"NWOSU, BENJAMIN UDOKA","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2017,209375,NA,"Include"
"625","The Role of Tissue Matrix in the Fracture Resistance of Diabetic Bone","NIAMS",9189917,"1R21AR067871-01A1",1,"R21","AR",67871,1,"A1",NA,8906382,"NYMAN, JEFFRY STEPHEN","Not Applicable","Vanderbilt University Medical Center",NA,2016,208560,NA,"Include"
"626","The role of electrical synaptic plasticity in retinal function","NEI",9455456,"1R21EY027965-01A1",1,"R21","EY",27965,1,"A1",NA,1871692,"O'BRIEN, JOHN ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2018,231000,NA,"Include"
"627","RNAseq analyses in immunocompromised and immune competent mice infected with the AIDS pathogen Cryptosporidium","NIAID",9064495,"1R21AI122898-01",1,"R21","AI",122898,1,"",NA,6605083,"O'CONNOR, ROBERTA M ","KNOLL, LAURA J","Tufts Medical Center",NA,2016,252433,NA,"Include"
"628","Novel functions of TH17 cytokines: reciprocal regulation of non-canonical wnts","NIAID",9035970,"1R21AI117678-01A1",1,"R21","AI",117678,1,"A1",NA,10237529,"O'CONNOR, WILLIAM ","Not Applicable","Albany Medical College",NA,2016,237000,NA,"Include"
"629","Mobile Device Support for Sickle Cell Disease Care in Nigeria","FIC",9341740,"1R21TW010610-01",1,"R21","TW",10610,1,"",NA,9227369,"OBARO, STEPHEN ","Not Applicable","University Of Nebraska Medical Center",NA,2017,176374,NA,"Include"
"630","Investigating teleconsent to improve clinical research access in remote communities","NCATS",9389723,"1R21TR002088-01",1,"R21","TR",2088,1,"",NA,9657039,"OBEID, JIHAD ","Not Applicable","Medical University Of South Carolina",NA,2017,238125,NA,"Include"
"631","Rotavirus Outer Capsid Functions in Neutralization","NIAID",9808756,"1R21AI146698-01",1,"R21","AI",146698,1,"",NA,14284564,"OGDEN, KRISTEN ","Not Applicable","Vanderbilt University Medical Center",NA,2019,212500,NA,"Include"
"632","Magnetomyography of levator muscle complex in pregnancy and postpartum: Adaptation; injury; and recovery patterns","NICHD",9298024,"1R21HD091717-01",1,"R21","HD",91717,1,"",NA,10817162,"OLIPHANT, SALLIE SHERROD","Not Applicable","Univ Of Arkansas For Med Scis",NA,2017,186250,NA,"Include"
"633","A mechanism for tyrosine phosphorylation of extracellular matrix proteins","NIAMS",9525550,"1R21AR072192-01A1",1,"R21","AR",72192,1,"A1",NA,1888767,"OLSEN, BJORN REINO","Not Applicable","Harvard Medical School",NA,2018,223740,NA,"Include"
"634","Use of a Novel Parent-Report Measure to Improve Childhood Vaccine Uptake","NICHD",9035134,"1R21HD083770-01A1",1,"R21","HD",83770,1,"A1",NA,10632966,"OPEL, DOUGLAS J","Not Applicable","Seattle Children's Hospital",NA,2016,294409,NA,"Include"
"635","Understanding disparities in the adoption and use of assistive technology by older Hispanics","NINR",9823724,"1R21NR018039-01A1",1,"R21","NR",18039,1,"A1",NA,11019370,"ORELLANO-COLON, ELSA M","Not Applicable","University Of Puerto Rico Med Sciences",NA,2019,266467,NA,"Include"
