"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"470","Atrial Fibrillation: Bridging genetic discovery and clinical associations","NHLBI",8508341,"1K23HL114724-01A1",1,"K23","HL",114724,1,"A1",NA,9324443,"LUBITZ, STEVEN A","Not Applicable","Massachusetts General Hospital",NA,2013,163709,NA,"Include"
"471","Local food sources around home and school and adolescent dietary intake","NICHD",8821858,"1K23HD079606-01A1",1,"K23","HD",79606,1,"A1",NA,10292455,"LUCAN, SEAN CHRISTIAN","Not Applicable","Albert Einstein College Of Medicine",NA,2015,78451,NA,"Include"
"472","Effects of Diet on Hormones; Metabolism and Body Weight","NIDDK",8634981,"2K24DK082730-06",2,"K24","DK",82730,6,"",NA,1927503,"LUDWIG, DAVID S","Not Applicable","Boston Children's Hospital",NA,2014,103007,NA,"Include"
"473","Neurobiological Mechanisms of Cognitive Inhibition in Trauma-Exposed Adolescents","NIMH",8805740,"1K23MH105678-01",1,"K23","MH",105678,1,"",NA,11020052,"MACKIEWICZ SEGHETE, KRISTEN L","Not Applicable","Oregon Health & Science University",NA,2014,181238,NA,"Include"
"474","3D structure and function of Acid Sensing Ion channels","NINDS",9014020,"1K99NS094761-01",1,"K99","NS",94761,1,"",NA,12539243,"MACLEAN, DAVID MALCOM","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2015,86675,NA,"Include"
"475","Pathogenesis of IgG4 related disease","NIAID",8764321,"1K08AI113163-01",1,"K08","AI",113163,1,"",NA,11579902,"MAHAJAN, VINAY SUBHASH","Not Applicable","Brigham And Women's Hospital",NA,2014,185220,NA,"Include"
"476","Role of Ventral Pallidum Projection to VTA in Reinstatement of Cocaine Seeking","NIDA",8488038,"1K99DA035251-01",1,"K99","DA",35251,1,"",NA,7959437,"MAHLER, STEPHEN VINCENT","Not Applicable","Medical University Of South Carolina",NA,2013,120055,NA,"Include"
"477","Making sense of sequence - high throughput experiments in human adipocytes","NIDDK",8751287,"1K08DK102877-01",1,"K08","DK",102877,1,"",NA,10939594,"MAJITHIA, AMIT ","Not Applicable","Massachusetts General Hospital",NA,2014,139363,NA,"Include"
"478","Determinants of Immune Control in HIV perinatally infected children in sub-Sahara","NIAID",8602920,"1K08AI104348-01A1",1,"K08","AI",104348,1,"A1",NA,10917107,"MAKADZANGE, AZURE TARIRO","Not Applicable","Massachusetts General Hospital",NA,2013,186192,NA,"Include"
"479","The Role of Bone Morphogenetic Proteins in Vascular Calcification","NHLBI",8635607,"1K08HL111210-01A1",1,"K08","HL",111210,1,"A1",NA,10352820,"MALHOTRA, RAJEEV ","Not Applicable","Massachusetts General Hospital",NA,2014,137160,NA,"Include"
"480","STIM-Dependent Signaling in Cardiac Pathophysiology","NHLBI",8509258,"1K99HL114869-01A1",1,"K99","HL",114869,1,"A1",NA,10144766,"MANCARELLA, SALVATORE ","Not Applicable","University Of Tennessee Health Sci Ctr",NA,2013,105071,NA,"Include"
"481","Drivers and dependencies as therapeutic targets in KRAS-mutant lung cancers","NCI",8949531,"1K99CA197504-01",1,"K99","CA",197504,1,"",NA,12433687,"MANCHADO-ROBLES, EUSEBIO ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2015,157891,NA,"Include"
"482","Body-Worn Sensors to Characterize & Treat Freezing of Gait in Parkinson's Disease","NICHD",8766564,"1K99HD078492-01A1",1,"K99","HD",78492,1,"A1",NA,10835448,"MANCINI, MARTINA ","Not Applicable","Oregon Health & Science University",NA,2014,138550,NA,"Include"
"483","CSK polymorphisms; B cell signaling and autoreactivity of the human B cell repert","NIAMS",8581566,"1K01AR063169-01A1",1,"K01","AR",63169,1,"A1",NA,10591548,"MANJARREZ-ORDUNO, NATALY ","Not Applicable","Feinstein Institute For Medical Research",NA,2013,127710,NA,"Include"
"484","Integrating diabetes pathophysiology from genotype to phenotype in whole genome sequence association studies of glycemic traits","NIDDK",9014210,"1K01DK107836-01",1,"K01","DK",107836,1,"",NA,12431825,"MANNING, ALISA KNODLE","Not Applicable","Massachusetts General Hospital",NA,2015,153631,NA,"Include"
"485","Manipulating chromosome structure to suppress genome instability","NCI",8700803,"1K99CA182731-01A1",1,"K99","CA",182731,1,"A1",NA,9574738,"MANNING, AMITY ","Not Applicable","Massachusetts General Hospital",NA,2014,135216,NA,"Include"
"486","Mentoring and Research on Cognitive Deficits in Schizophrenia","NIMH",8425535,"1K24MH099421-01",1,"K24","MH",99421,1,"",NA,6099784,"MANOACH, DARA S","Not Applicable","Massachusetts General Hospital",NA,2013,170031,NA,"Include"
"487","Subcellular Mechanisms for Fungal Phagosome Maturation in Macrophages","NIAID",8679755,"1K08AI110655-01",1,"K08","AI",110655,1,"",NA,11043576,"MANSOUR, MICHAEL K","Not Applicable","Massachusetts General Hospital",NA,2014,185872,NA,"Include"
"488","Multidisciplinary Training in TMJ Disorders/Pain: Integrating Basic; Translation","NIDCR",8568459,"1K12DE023583-01",1,"K12","DE",23583,1,"",NA,1866984,"MAO, JEREMY J","Not Applicable","Columbia University Health Sciences",NA,2013,290023,NA,"Include"
"489","Enteric Neuronal Development as a Determinant of Intestinal Inflammation","NIDDK",8443290,"1K08DK093786-01A1",1,"K08","DK",93786,1,"A1",NA,8602461,"MARGOLIS, KARA GROSS","Not Applicable","Columbia University Health Sciences",NA,2013,154230,NA,"Include"
"490","Aldosterone impairs endothelin B-dependent synthesis of nitric oxide to promote p","NHLBI",8442173,"1K08HL111207-01A1",1,"K08","HL",111207,1,"A1",NA,10730106,"MARON, BRADLEY ","Not Applicable","Brigham And Women's Hospital",NA,2013,136170,NA,"Include"
"491","Maternal Body Composition Regulates Placental Function and Fetal Growth","NICHD",8764740,"1K23HD069520-01A1",1,"K23","HD",69520,1,"A1",NA,10638341,"MARSHALL, NICOLE ELISE","Not Applicable","Oregon Health & Science University",NA,2014,134864,NA,"Include"
"492","Role of Elevated Diet-linked TOR Activity and Protein Synthesis in Parkinson's Disease Neurodegeneration","NIA",8948116,"1K01AG050718-01",1,"K01","AG",50718,1,"",NA,10414479,"MARTIN, IAN ","Not Applicable","Oregon Health & Science University",NA,2015,130545,NA,"Include"
"493","Research and Mentoring on Swallowing Impairment and Respiratory-Swallow Coordinat","NIDCD",8425450,"1K24DC012801-01",1,"K24","DC",12801,1,"",NA,2409380,"MARTIN-HARRIS, BONNIE J","Not Applicable","Medical University Of South Carolina",NA,2013,179276,NA,"Include"
"494","Using PET to Image the Neurochemistry of Addiction","NIDA",8767764,"2K02DA026525-06",2,"K02","DA",26525,6,"",NA,3066082,"MARTINEZ, DIANA M","Not Applicable","Columbia University Health Sciences",NA,2014,126360,NA,"Include"
"495","Diet quality and cardiometabolic disparities among Latino ethnic subgroups","NHLBI",8616192,"1K01HL120951-01",1,"K01","HL",120951,1,"",NA,1950638,"MATTEI, JOSIEMER ","Not Applicable","Harvard School Of Public Health",NA,2014,131100,NA,"Include"
"496","Midcareer Mentoring Award for Patient Oriented Research in Geriatric Cardiology","NIA",8965595,"2K24AG036778-06",2,"K24","AG",36778,6,"",NA,6096543,"MAURER, MATHEW S","Not Applicable","Columbia University Health Sciences",NA,2015,157032,NA,"Include"
"497","Reducing Prescription Opioid Misuse:  Dental Provider Intervention Development","NIDA",8819197,"1K23DA036566-01A1",1,"K23","DA",36566,1,"A1",NA,9524858,"MCCAULEY, JENNA L.","Not Applicable","Medical University Of South Carolina",NA,2015,182984,NA,"Include"
"498","Cardiac Complications of Hemodynamic Instability during Hemodialysis","NIDDK",8890373,"1K23DK102511-01A1",1,"K23","DK",102511,1,"A1",NA,11641917,"MCCAUSLAND, FINNIAN R","Not Applicable","Brigham And Women's Hospital",NA,2015,186248,NA,"Include"
"499","Technological Innovations for the Remote Monitoring of Smoking in Adolescents","NIDA",8764063,"1K01DA036739-01A1",1,"K01","DA",36739,1,"A1",NA,8409004,"MCCLURE, ERIN A","Not Applicable","Medical University Of South Carolina",NA,2014,153962,NA,"Include"
"500","K23 Novel Interventions for Alcohol Dependent Frequent ED Users","NIAAA",8679111,"1K23AA022989-01",1,"K23","AA",22989,1,"",NA,11699941,"MCCORMACK, RYAN P","Not Applicable","New York University School Of Medicine",NA,2014,184355,NA,"Include"
"501","Translational investigation of abnormal fat metabolism in mitochondrial disease","NIDDK",8890499,"1K23DK102659-01A1",1,"K23","DK",102659,1,"A1",NA,10564604,"MCCORMACK, SHANA ERIN","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,172135,NA,"Include"
"502","Network Medicine Approaches to Cachexia in COPD","NHLBI",8821047,"1K99HL121087-01A1",1,"K99","HL",121087,1,"A1",NA,10574763,"MCDONALD DONNELLY, MERRY-LYNN NOELLE","Not Applicable","Brigham And Women's Hospital",NA,2015,136350,NA,"Include"
"503","The impact of maternal S. japonicum infection on fetal metabolism and growth","NIAID",8890549,"1K01AI113068-01A1",1,"K01","AI",113068,1,"A1",NA,10434886,"MCDONALD, EMILY A","Not Applicable","Rhode Island Hospital",NA,2015,133599,NA,"Include"
"504","Childhood Infection and Pubertal Timing","NCI",8968099,"1K01CA186943-01A1",1,"K01","CA",186943,1,"A1",NA,10534314,"MCDONALD, JASMINE ALISE","Not Applicable","Columbia University Health Sciences",NA,2015,139358,NA,"Include"
"505","Therapeutic Response Evaluation and Adherence Trial: A Prospective Study of Hydroxyurea for Children with Sickle Cell Anemia","NHLBI",8950116,"1K23HL128885-01",1,"K23","HL",128885,1,"",NA,10643280,"MCGANN, PATRICK THOMAS","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2015,156870,NA,"Include"
"506","Behavioral Treatment Development for Co-occurring Opioid Dependence and Anxiety","NIDA",8635706,"1K23DA035297-01A1",1,"K23","DA",35297,1,"A1",NA,10040335,"MCHUGH, REBECCA KATHRYN","Not Applicable","Mclean Hospital",NA,2014,169474,NA,"Include"
"507","The role of a novel atypical monoamine transporter in Alzheimer's disease","NIA",8750033,"1K01AG047954-01",1,"K01","AG",47954,1,"",NA,9137874,"MCINTIRE, LAURA BETH JOHNSON","Not Applicable","Columbia University Health Sciences",NA,2014,126900,NA,"Include"
"508","Molecular Mechanisms of microRNA and miRISC turnover","NIGMS",8805666,"1K99GM113063-01",1,"K99","GM",113063,1,"",NA,10587197,"MCJUNKIN, KATHERINE ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2015,88305,NA,"Include"
"509","Neuroanatomical Changes After Ventral Capsulotomy for Intractable OCD: A Translat","NIMH",8635606,"1K23MH100607-01A1",1,"K23","MH",100607,1,"A1",NA,9744695,"MCLAUGHLIN, NICOLE CR","Not Applicable","Butler Hospital (Providence, Ri)",NA,2014,185020,NA,"Include"
"510","Staphylococcus aureus resistance to topical antimicrobial agents in children","NIAID",8506233,"1K23AI099159-01A1",1,"K23","AI",99159,1,"A1",NA,10887542,"MCNEIL, JONATHON CHASE","Not Applicable","Baylor College Of Medicine",NA,2013,162904,NA,"Include"
"511","Mid-Career Award in Patient-Oriented Drug Abuse Research","NIDA",8766927,"1K24DA038240-01",1,"K24","DA",38240,1,"",NA,6610104,"MCRAE-CLARK, AIMEE L","Not Applicable","Medical University Of South Carolina",NA,2014,175819,NA,"Include"
"512","Remediating Emotion Deficits in PTSD: Probing and Modulating Neurocircuits","NIMH",8764469,"1K23MH104849-01",1,"K23","MH",104849,1,"",NA,7552211,"MCTEAGUE, LISA M","Not Applicable","Medical University Of South Carolina",NA,2014,182984,NA,"Include"
"513","Physiology and structure of prefrontal projections to memory and motor circuits","NIMH",8566202,"1K99MH101234-01",1,"K99","MH",101234,1,"",NA,11236471,"MEDALLA, MARIA ","Not Applicable","Boston University Medical Campus",NA,2013,85476,NA,"Include"
"514","Outcome and Right Ventricular Remodeling After Repair of Tetralogy of Fallot","NHLBI",8803189,"1K01HL125521-01",1,"K01","HL",125521,1,"",NA,9172178,"MERCER-ROSA, LAURA M.","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,131706,NA,"Include"
"515","Pro-thrombotic Microparticles Generated by Pediatric Cardiopulmonary Bypass","NHLBI",8967786,"1K23HL124336-01A1",1,"K23","HL",124336,1,"A1",NA,11516407,"MEYER, ANDREW DUNCAN JOSEPH","Not Applicable","University Of Texas Hlth Science Center",NA,2015,155753,NA,"Include"
"516","mRNA Methylation: a Novel Regulatory Mechanism in the Neuronal Transcriptome","NIMH",8767326,"1K99MH104712-01",1,"K99","MH",104712,1,"",NA,8840908,"MEYER, KATHRYN D","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2014,90000,NA,"Include"
"517","Genetic and Neuropsychological Heterogeneity in Alzheimer's Disease","NIA",8765480,"1K23AG046377-01A1",1,"K23","AG",46377,1,"A1",NA,11065417,"MEZ, JESSE BENJAMIN","Not Applicable","Boston University Medical Campus",NA,2014,130363,NA,"Include"
"518","Insulin Regulation of Liver X Receptor in Normal and Insulin Resistant States","NIDDK",8618256,"1K99DK100539-01",1,"K99","DK",100539,1,"",NA,10406075,"MIAO, JI ","Not Applicable","Boston Children's Hospital",NA,2013,90000,NA,"Include"
"519","Vaccine Development for Falciparum Malaria in Pregnant Women and Their Offspring","NIAID",8508595,"1K08AI100997-01A1",1,"K08","AI",100997,1,"A1",NA,9045444,"MICHELOW, IAN C","Not Applicable","Rhode Island Hospital",NA,2013,155064,NA,"Include"
"520","Couple-Based Mind-Body Program for Lung Cancer Patients and their Partners","NCCAM",8581559,"1K01AT007559-01A1",1,"K01","AT",7559,1,"A1",NA,10817406,"MILBURY, KATHRIN ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2013,130281,NA,"Include"
"521","Growth Hormone and Cardiovascular Disease","NHLBI",8821397,"2K24HL092902-06",2,"K24","HL",92902,6,"",NA,2088965,"MILLER, KAREN K","Not Applicable","Massachusetts General Hospital",NA,2015,120647,NA,"Include"
"522","Effect of longevity genomes on the GH/IGF-1 phenotype and disease-free survival","NIA",8962551,"1K23AG051148-01",1,"K23","AG",51148,1,"",NA,10996351,"MILMAN, SOFIYA ","Not Applicable","Albert Einstein College Of Medicine",NA,2015,50760,NA,"Include"
"523","Therapeutic Monitoring and Targeting of Neutrophil Activation in Pediatric IBD","NIDDK",8868343,"1K23DK105229-01",1,"K23","DK",105229,1,"",NA,11100620,"MINAR, PHILLIP P","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2015,178944,NA,"Include"
"524","The effects of anesthetics on brain development","NIGMS",8424885,"1K08GM104329-01",1,"K08","GM",104329,1,"",NA,10781327,"MINTZ, CYRUS DAVID","Not Applicable","Columbia University Health Sciences",NA,2013,47979,NA,"Include"
"525","Impact of maternal high fat diet on the gut microbiota and Th17 axis in offspring","NIDDK",8766100,"1K08DK100545-01A1",1,"K08","DK",100545,1,"A1",NA,10809737,"MIRPURI-HATHIRAMANI, JULIE ","Not Applicable","Ut Southwestern Medical Center",NA,2014,152014,NA,"Include"
"526","Genes and pathways underlying brain overgrowth and focal cortical malformations","NINDS",8948270,"1K08NS092898-01",1,"K08","NS",92898,1,"",NA,11657697,"MIRZAA, GHAYDA ","Not Applicable","Seattle Children's Hospital",NA,2015,182962,NA,"Include"
"527","Bone Metabolism and Body Composition in Young Athletes","NICHD",8443084,"1K24HD071843-01A1",1,"K24","HD",71843,1,"A1",NA,7024973,"MISRA, MADHUSMITA ","Not Applicable","Massachusetts General Hospital",NA,2013,185972,NA,"Include"
"528","Sleep; Energetic Behaviors; and Adolescent Obesity during the Transition from Middle to High School","NHLBI",8891779,"1K01HL123612-01A1",1,"K01","HL",123612,1,"A1",NA,10744285,"MITCHELL, JONATHAN ANDREW","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,131706,NA,"Include"
"529","Determining the Function of PNPLA3 Utilizing Metabolomics and Stable Isotope Labe","NIGMS",8628270,"1K01GM109317-01",1,"K01","GM",109317,1,"",NA,11116195,"MITSCHE, MATTHEW ALVIN","Not Applicable","Ut Southwestern Medical Center",NA,2013,103204,NA,"Include"
"530","Quantitative Coronary Hemodynamics Derived from CT Angiography","NIBIB",8509973,"1K01EB015868-01A1",1,"K01","EB",15868,1,"A1",NA,8520920,"MITSOURAS, DIMITRIOS ","Not Applicable","Brigham And Women's Hospital",NA,2013,173317,NA,"Include"
"531","Genetic markers associated with brain structural abnormalities and drug use in human addiction","NIDA",8891832,"1K01DA037452-01A1",1,"K01","DA",37452,1,"A1",NA,10145240,"MOELLER, SCOTT J","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2015,155606,NA,"Include"
"532","Physiologic Stress During Pregnancy on Maternal and Infant Outcomes","NINR",8700617,"1K01NR014474-01A1",1,"K01","NR",14474,1,"A1",NA,11524429,"MOORE, TIFFANY A","Not Applicable","University Of Nebraska Medical Center",NA,2014,88938,NA,"Include"
"533","Determinants of HPV vaccination for Hispanic parents from the Texas-Mexico border","NCI",8767636,"1K01CA181530-01A1",1,"K01","CA",181530,1,"A1",NA,11648381,"MORALES-CAMPOS, DAISY YVETTE","Not Applicable","University Of Texas Hlth Science Center",NA,2014,94289,NA,"Include"
"534","Desensitization and downregulation of CB1 during cannabinoid tolerance","NIDA",8821286,"1K01DA037355-01A1",1,"K01","DA",37355,1,"A1",NA,7862957,"MORGAN, DANIEL J","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2015,157446,NA,"Include"
"535","Functionalizing recurrent FAT1 mutations and deletions in oral cancer","NIDCR",8804989,"1K08DE024774-01",1,"K08","DE",24774,1,"",NA,10512020,"MORRIS, LUC GORDON TRANG","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,136350,NA,"Include"
"536","Models of Risk for PTSD","NIMH",8567388,"1K01MH101403-01",1,"K01","MH",101403,1,"",NA,9297331,"MORRIS, MATTHEW C.","Not Applicable","Meharry Medical College",NA,2013,174419,NA,"Include"
"537","Evaluation of an Imaging Biomarker in Children and Young Adults with Aortopathy","NHLBI",8869260,"1K23HL127266-01",1,"K23","HL",127266,1,"",NA,11692997,"MORRIS, SHAINE ALAINE","Not Applicable","Baylor College Of Medicine",NA,2015,127002,NA,"Include"
"538","In toto Image Analysis of Tissue Mechanics during Vertebrate Ear Development","NICHD",8442611,"1K25HD071969-01A1",1,"K25","HD",71969,1,"A1",NA,10572897,"MOSALIGANTI, KISHORE RAO","Not Applicable","Harvard Medical School",NA,2013,99028,NA,"Include"
"539","MSHS Translational Science Hub","NCATS",9085591,"1KL2TR001435-01",1,"KL2","TR",1435,1,"",NA,6763933,"MOSKOWITZ, ALAN J","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2015,741165,NA,"Include"
"540","Improving Clinical Decisions for Critically Ill Traumatic Brain Injury Patients","NICHD",8967750,"1K23HD080971-01A1",1,"K23","HD",80971,1,"A1",NA,10324468,"MUEHLSCHLEGEL, SUSANNE ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2015,132341,NA,"Include"
"541","The Safety and Quality of Inter-hospital Transfers for Hospitalized Adults","AHRQ",8890938,"1K08HS023331-01A1",1,"K08","HS",23331,1,"A1",NA,11883104,"MUELLER, STEPHANIE ","Not Applicable","Brigham And Women's Hospital",NA,2015,155935,NA,"Include"
"542","Lysyl oxidase mediated fibrosis in eosinophilic esophagitis","NIDDK",8948766,"1K08DK106444-01",1,"K08","DK",106444,1,"",NA,10889939,"MUIR, AMANDA BROOKE","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,150778,NA,"Include"
"543","Identifying Schizophrenia Risk Loci in the MHC Using Next Generation Sequencing","NIMH",8568113,"1K99MH101255-01",1,"K99","MH",101255,1,"",NA,11598907,"MUKHERJEE, SEMANTI ","Not Applicable","Feinstein Institute For Medical Research",NA,2013,90000,NA,"Include"
"544","Physician Attitudes toward New Biomedical HIV Prevention Interventions in Youth","NICHD",8540552,"1K23HD072807-01A1",1,"K23","HD",72807,1,"A1",NA,10137942,"MULLINS, TANYA L. KOWALCZYK","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2013,131058,NA,"Include"
"545","Mechanisms of extracellular matrix mediated drug resistance","NCI",8566599,"1K99CA180221-01",1,"K99","CA",180221,1,"",NA,11580191,"MURANEN, TARU ELIISA","Not Applicable","Harvard Medical School",NA,2013,102426,NA,"Include"
"546","Understanding Provider Workflow Needs in Electronic Communication","AHRQ",8821366,"1K08HS022901-01A1",1,"K08","HS",22901,1,"A1",NA,11832418,"MURPHY, DANIEL R","Not Applicable","Baylor College Of Medicine",NA,2014,153224,NA,"Include"
"547","Effect of ABCD1 upon Brain Endothelium in X-linked Adrenoleukodystrophy","NINDS",9014022,"1K08NS094683-01",1,"K08","NS",94683,1,"",NA,11907924,"MUSOLINO, PATRICIA LEONOR","Not Applicable","Massachusetts General Hospital",NA,2015,194527,NA,"Include"
"548","Role of microRNA in stored RBC induced innate immune suppression","NHLBI",8967413,"1K08HL123925-01A1",1,"K08","HL",123925,1,"A1",NA,11127306,"MUSZYNSKI, JENNIFER ","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2015,122207,NA,"Include"
"549","Novel integrative method to detect biomakers of breast cancer resistance","NLM",8486963,"1K99LM011595-01",1,"K99","LM",11595,1,"",NA,10641231,"NABAVI, SHEIDA ","Not Applicable","Harvard Medical School",NA,2013,82325,NA,"Include"
"550","Harvard Clinical and Translational Science Center","NCATS",8721083,"1KL2TR001100-01",1,"KL2","TR",1100,1,"",NA,1891584,"NADLER, LEE MARSHALL","Not Applicable","Harvard Medical School",NA,2013,1131170,NA,"Include"
"551","Technical Performance Score-Quality Assessment Tool in Congenital Cardiac Surgery","NHLBI",8765470,"1K23HL119600-01A1",1,"K23","HL",119600,1,"A1",NA,11543626,"NATHAN, MEENA ","Not Applicable","Boston Children's Hospital",NA,2014,115493,NA,"Include"
"552","The Kiss1 system in the neuroendocrine control of reproduction","NICHD",8280018,"1K99HD071970-01",1,"K99","HD",71970,1,"",NA,10924831,"NAVARRO, VICTOR MANUEL","Not Applicable","Brigham And Women's Hospital",NA,2013,137230,NA,"Include"
"553","Tooth Movement derived by PDL Cellular Manipulations","NIDCR",9034310,"1K99DE025053-01A1",1,"K99","DE",25053,1,"A1",NA,12203709,"NAVEH, GILI RINA","Not Applicable","Harvard Medical School",NA,2015,128007,NA,"Include"
"554","Cancer And Risk Of Ischemic Stroke","NINDS",8867666,"1K23NS091395-01",1,"K23","NS",91395,1,"",NA,11166963,"NAVI, BABAK BENJAMIN","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,187688,NA,"Include"
"555","Visceral Adiposity and Diabetes: Translating Form to Function Using Imaging","NIDDK",8950342,"1K23DK106520-01",1,"K23","DK",106520,1,"",NA,10874980,"NEELAND, IAN JASON","Not Applicable","Ut Southwestern Medical Center",NA,2015,153360,NA,"Include"
"556","Mitofusins in endothelial mitochondrial signaling and endothelial cell function","NIDDK",8581855,"1K01DK097414-01A1",1,"K01","DK",97414,1,"A1",NA,10756882,"NGOH, GLADYS AFOR","Not Applicable","Boston University Medical Campus",NA,2013,94986,NA,"Include"
"557","Mapping Progranulin's Bioactivity: Implications for Disease and Potential Therapi","NIA",8791566,"1K99AG047339-01A1",1,"K99","AG",47339,1,"A1",NA,10744760,"NGUYEN, ANDREW D.","Not Applicable","Harvard School Of Public Health",NA,2014,128412,NA,"Include"
"558","Collider Bias and the Risk Factor Paradoxes in Rheumatic Disease Research","NIAMS",8487001,"1K01AR064351-01",1,"K01","AR",64351,1,"",NA,11327168,"NGUYEN, UYEN-SA DUC TRAN","Not Applicable","Boston University Medical Campus",NA,2013,40049,NA,"Include"
"559","Brachytherapy in situ dose-painting administered via gold-nanoparticle eluters","NCI",8581475,"1K01CA172478-01A1",1,"K01","CA",172478,1,"A1",NA,10863479,"NGWA, WILFRED ","Not Applicable","Dana-Farber Cancer Inst",NA,2013,176113,NA,"Include"
"560","Computational neurobiology of hippocampal dendrites","NIA",8950329,"1K02AG050767-01",1,"K02","AG",50767,1,"",NA,6676990,"NICHOLSON, DANIEL A","Not Applicable","Rush University Medical Center",NA,2015,120532,NA,"Include"
"561","Role of the chloride channel ClC-2 in intestinal tight junction barrier recovery","NIDDK",8617988,"1K01DK100562-01",1,"K01","DK",100562,1,"",NA,11460909,"NIGHOT, PRASHANT ","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2014,147916,NA,"Include"
"562","Reducing Readmissions and Improving Outcomes in HIV-Infected Patients","NIAID",8845769,"1K23AI112477-01A1",1,"K23","AI",112477,1,"A1",NA,10387873,"NIJHAWAN, ANK ELISABETH","Not Applicable","Ut Southwestern Medical Center",NA,2015,173556,NA,"Include"
"563","Fracture Prediction by Machine Learning and 3D Finite Element Models from DXA","NIAMS",8869145,"1K99AR067883-01",1,"K99","AR",67883,1,"",NA,11680579,"NISHIYAMA, KYLE K","Not Applicable","Columbia University Health Sciences",NA,2015,91800,NA,"Include"
"564","The Role of NR5A2 in Pancreas Development and Disease","NIDDK",8869892,"1K08DK105326-01",1,"K08","DK",105326,1,"",NA,10835766,"NISSIM, SAHAR ","Not Applicable","Brigham And Women's Hospital",NA,2015,158220,NA,"Include"
"565","Regulation of Memory CD8 T cell Trafficking to Inflamed Tissues","NIAID",8580885,"1K22AI102981-01A1",1,"K22","AI",102981,1,"A1",NA,10251417,"NOLZ, JEFFREY CHARLES","Not Applicable","Oregon Health & Science University",NA,2014,162000,NA,"Include"
"566","Adaptation and testing of a primary care HCV group medical treatment intervention","NIDA",8993428,"1K23DA039060-01A1",1,"K23","DA",39060,1,"A1",NA,12160134,"NORTON, BRIANNA ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2015,184002,NA,"Include"
"567","The role of TCF7L2 in hepatic glucose metabolism in vivo","NIDDK",8700710,"1K01DK098314-01A1",1,"K01","DK",98314,1,"A1",NA,11080817,"NORTON, LUKE ","Not Applicable","University Of Texas Hlth Science Center",NA,2014,109683,NA,"Include"
"568","Lentiviral Vector Vaccine for HIV-1","NIAID",8993257,"1K08AI120898-01",1,"K08","AI",120898,1,"",NA,11557096,"NORTON, THOMAS D","Not Applicable","New York University School Of Medicine",NA,2015,185609,NA,"Include"
"569","Cadherin-11 growth factor receptor interactions in RA fibroblast hyperplasia","NIAMS",8424067,"1K08AR063696-01",1,"K08","AR",63696,1,"",NA,10207048,"NOSS, ERIKA HEIDI","Not Applicable","Brigham And Women's Hospital",NA,2013,131440,NA,"Include"
"570","Harnessing monoclonal Treg for the treatment of autoimmune uveitis","NEI",8869794,"1K08EY025324-01",1,"K08","EY",25324,1,"",NA,11144230,"NOWATZKY, JOHANNES ","Not Applicable","New York University School Of Medicine",NA,2015,181358,NA,"Include"
"571","A Framework for Integrating Multiple Data Sources for Modeling and Forecasting of Infectious Diseases","NIEHS",8829434,"1K01ES025438-01",1,"K01","ES",25438,1,"",NA,11878130,"NSOESIE, ELAINE O.","Not Applicable","Boston Children's Hospital",NA,2014,42469,NA,"Include"
"572","Exploring a new therapeutic approach through targeting epigenetic enzymes in ALL","NCI",8766030,"1K99CA188293-01",1,"K99","CA",188293,1,"",NA,11985342,"NTZIACHRISTOS, PANAGIOTIS ","Not Applicable","New York University School Of Medicine",NA,2014,90000,NA,"Include"
"573","Modeling TMS-induced Cortical Network Activity","NIBIB",8581251,"1K99EB015445-01A1",1,"K99","EB",15445,1,"A1",NA,11119767,"NUMMENMAA, AAPO ","Not Applicable","Massachusetts General Hospital",NA,2013,90000,NA,"Include"
"574","Mechanisms of Hyperthermic Yoga for the Treatment of Depression","NCCIH",8821895,"1K23AT008043-01A1",1,"K23","AT",8043,1,"A1",NA,11208075,"NYER, MAREN B","Not Applicable","Massachusetts General Hospital",NA,2015,158926,NA,"Include"
